FIPS Code,County Name,State Name,Median MonthlyHousingCost,OwnerOccupied!Median MonthlyHousingCost,RenterOccupied!Median MonthlyHousingCost
26129,Ogemaw County,Michigan,740,702,828
26131,Ontonagon County,Michigan,566,570,571
26133,Osceola County,Michigan,762,761,764
26135,Oscoda County,Michigan,675,684,675
26137,Otsego County,Michigan,952,971,880
26139,Ottawa County,Michigan,1196,1227,1148
26141,Presque Isle County,Michigan,659,676,625
26143,Roscommon County,Michigan,666,634,789
26145,Saginaw County,Michigan,866,830,921
26147,St. Clair County,Michigan,1005,1007,999
26149,St. Joseph County,Michigan,855,875,825
26151,Sanilac County,Michigan,794,786,814
26153,Schoolcraft County,Michigan,664,660,654
26155,Shiawassee County,Michigan,928,947,876
26157,Tuscola County,Michigan,792,793,796
26159,Van Buren County,Michigan,961,1000,845
26161,Washtenaw County,Michigan,1489,1612,1400
26163,Wayne County,Michigan,1039,990,1087
26165,Wexford County,Michigan,883,885,877
27001,Aitkin County,Minnesota,853,838,912
27003,Anoka County,Minnesota,1522,1576,1396
27005,Becker County,Minnesota,1016,1095,899
27007,Beltrami County,Minnesota,980,970,991
27009,Benton County,Minnesota,1083,1295,917
27011,Big Stone County,Minnesota,742,750,718
27013,Blue Earth County,Minnesota,1146,1229,1076
27015,Brown County,Minnesota,911,901,931
27017,Carlton County,Minnesota,1208,1312,967
27019,Carver County,Minnesota,1838,1993,1444
27021,Cass County,Minnesota,938,954,889
27023,Chippewa County,Minnesota,886,936,846
27025,Chisago County,Minnesota,1541,1643,1112
27027,Clay County,Minnesota,1190,1376,1000
27029,Clearwater County,Minnesota,844,887,740
27031,Cook County,Minnesota,1013,1053,886
27033,Cottonwood County,Minnesota,813,835,765
27035,Crow Wing County,Minnesota,1075,1141,962
27037,Dakota County,Minnesota,1618,1696,1497
27039,Dodge County,Minnesota,1346,1405,1007
27041,Douglas County,Minnesota,1113,1240,896
27043,Faribault County,Minnesota,828,826,837
27045,Fillmore County,Minnesota,956,1049,763
27047,Freeborn County,Minnesota,873,888,837
27049,Goodhue County,Minnesota,1141,1268,939
27051,Grant County,Minnesota,890,929,779
27053,Hennepin County,Minnesota,1621,1788,1439
27055,Houston County,Minnesota,939,969,881
27057,Hubbard County,Minnesota,1017,1057,923
27059,Isanti County,Minnesota,1421,1503,1241
27061,Itasca County,Minnesota,960,967,944
27063,Jackson County,Minnesota,749,760,736
27065,Kanabec County,Minnesota,1104,1143,1003
27067,Kandiyohi County,Minnesota,1023,1151,843
27069,Kittson County,Minnesota,756,772,728
27071,Koochiching County,Minnesota,757,753,774
27073,Lac qui Parle County,Minnesota,750,754,809
27075,Lake County,Minnesota,960,947,1026
27077,Lake of the Woods County,Minnesota,849,839,867
27079,Le Sueur County,Minnesota,1232,1336,885
27081,Lincoln County,Minnesota,767,777,688
27083,Lyon County,Minnesota,889,934,742
27085,McLeod County,Minnesota,1083,1187,906
27087,Mahnomen County,Minnesota,737,757,685
27089,Marshall County,Minnesota,781,791,737
27091,Martin County,Minnesota,803,838,735
27093,Meeker County,Minnesota,1053,1128,894
27095,Mille Lacs County,Minnesota,1117,1247,909
27097,Morrison County,Minnesota,987,1063,782
27099,Mower County,Minnesota,954,994,848
27101,Murray County,Minnesota,810,834,768
27103,Nicollet County,Minnesota,1112,1278,931
27105,Nobles County,Minnesota,831,816,863
27107,Norman County,Minnesota,814,826,752
27109,Olmsted County,Minnesota,1341,1378,1283
27111,Otter Tail County,Minnesota,941,997,805
27113,Pennington County,Minnesota,1014,1076,900
27115,Pine County,Minnesota,1013,1051,873
27117,Pipestone County,Minnesota,776,787,731
27119,Polk County,Minnesota,974,1085,843
27121,Pope County,Minnesota,993,1085,851
27123,Ramsey County,Minnesota,1407,1536,1298
27125,Red Lake County,Minnesota,807,901,628
27127,Redwood County,Minnesota,779,784,767
27129,Renville County,Minnesota,838,863,760
27131,Rice County,Minnesota,1214,1399,1046
27133,Rock County,Minnesota,866,906,745
27135,Roseau County,Minnesota,989,1019,886
27137,St. Louis County,Minnesota,1009,1034,970
27139,Scott County,Minnesota,1824,1922,1485
27141,Sherburne County,Minnesota,1566,1669,1151
27143,Sibley County,Minnesota,1045,1113,858
27145,Stearns County,Minnesota,1141,1222,1057
27147,Steele County,Minnesota,1185,1258,1006
27149,Stevens County,Minnesota,863,887,833
27151,Swift County,Minnesota,811,761,900
27153,Todd County,Minnesota,859,863,850
27155,Traverse County,Minnesota,708,751,617
27157,Wabasha County,Minnesota,1047,1161,798
27159,Wadena County,Minnesota,792,883,706
27161,Waseca County,Minnesota,1055,1139,819
27163,Washington County,Minnesota,1719,1762,1637
27165,Watonwan County,Minnesota,846,888,807
27167,Wilkin County,Minnesota,865,907,561
27169,Winona County,Minnesota,954,1068,866
27171,Wright County,Minnesota,1613,1678,1246
27173,Yellow Medicine County,Minnesota,861,904,688
28001,Adams County,Mississippi,592,509,720
28003,Alcorn County,Mississippi,696,665,728
28005,Amite County,Mississippi,414,393,689
28007,Attala County,Mississippi,603,558,774
28009,Benton County,Mississippi,579,550,729
28011,Bolivar County,Mississippi,676,679,671
28013,Calhoun County,Mississippi,533,485,674
28015,Carroll County,Mississippi,514,484,621
28017,Chickasaw County,Mississippi,650,602,702
28019,Choctaw County,Mississippi,530,500,661
28021,Claiborne County,Mississippi,534,509,651
28023,Clarke County,Mississippi,546,502,803
28025,Clay County,Mississippi,650,598,718
28027,Coahoma County,Mississippi,681,624,719
28029,Copiah County,Mississippi,545,502,682
28031,Covington County,Mississippi,603,566,639
28033,DeSoto County,Mississippi,1300,1272,1341
28035,Forrest County,Mississippi,899,784,960
28037,Franklin County,Mississippi,433,418,706
28039,George County,Mississippi,744,703,868
28041,Greene County,Mississippi,527,482,811
28043,Grenada County,Mississippi,793,752,823
28045,Hancock County,Mississippi,917,873,999
28047,Harrison County,Mississippi,1037,987,1074
28049,Hinds County,Mississippi,978,891,1032
28051,Holmes County,Mississippi,584,580,589
28053,Humphreys County,Mississippi,656,687,643
28055,Issaquena County,Mississippi,414,548,253
28057,Itawamba County,Mississippi,668,565,832
28059,Jackson County,Mississippi,1024,963,1087
28061,Jasper County,Mississippi,488,455,809
28063,Jefferson County,Mississippi,437,432,444
28065,Jefferson Davis County,Mississippi,633,600,695
28067,Jones County,Mississippi,679,608,810
28069,Kemper County,Mississippi,574,571,470
28071,Lafayette County,Mississippi,1058,1009,1091
28073,Lamar County,Mississippi,1044,1031,1061
28075,Lauderdale County,Mississippi,816,707,897
28077,Lawrence County,Mississippi,584,552,835
28079,Leake County,Mississippi,633,585,757
28081,Lee County,Mississippi,936,943,929
28083,Leflore County,Mississippi,714,724,701
28085,Lincoln County,Mississippi,598,549,754
28087,Lowndes County,Mississippi,872,834,909
28089,Madison County,Mississippi,1226,1371,1097
28091,Marion County,Mississippi,633,624,700
28093,Marshall County,Mississippi,881,858,926
28095,Monroe County,Mississippi,666,637,721
28097,Montgomery County,Mississippi,712,735,682
28099,Neshoba County,Mississippi,555,518,759
28101,Newton County,Mississippi,564,555,722
28103,Noxubee County,Mississippi,605,612,590
28105,Oktibbeha County,Mississippi,873,872,873
28107,Panola County,Mississippi,745,637,859
28109,Pearl River County,Mississippi,719,647,887
28111,Perry County,Mississippi,496,474,650
28113,Pike County,Mississippi,724,618,879
28115,Pontotoc County,Mississippi,753,629,848
28117,Prentiss County,Mississippi,629,646,620
28119,Quitman County,Mississippi,520,459,650
28121,Rankin County,Mississippi,1136,1091,1210
28123,Scott County,Mississippi,640,554,888
28125,Sharkey County,Mississippi,661,716,622
28127,Simpson County,Mississippi,630,569,819
28129,Smith County,Mississippi,542,532,664
28131,Stone County,Mississippi,785,745,839
28133,Sunflower County,Mississippi,628,622,670
28135,Tallahatchie County,Mississippi,564,467,695
28137,Tate County,Mississippi,919,928,897
28139,Tippah County,Mississippi,684,667,720
28141,Tishomingo County,Mississippi,552,518,703
28143,Tunica County,Mississippi,888,682,938
28145,Union County,Mississippi,769,643,910
28147,Walthall County,Mississippi,625,606,718
28149,Warren County,Mississippi,861,833,889
28151,Washington County,Mississippi,719,620,786
28153,Wayne County,Mississippi,539,499,786
28155,Webster County,Mississippi,596,590,618
28157,Wilkinson County,Mississippi,533,498,674
28159,Winston County,Mississippi,641,638,654
28161,Yalobusha County,Mississippi,614,573,810
28163,Yazoo County,Mississippi,799,793,804
29001,Adair County,Missouri,764,725,782
29003,Andrew County,Missouri,912,879,944
29005,Atchison County,Missouri,612,619,595
29007,Audrain County,Missouri,663,652,698
29009,Barry County,Missouri,735,724,750
29011,Barton County,Missouri,660,620,777
29013,Bates County,Missouri,772,783,760
29015,Benton County,Missouri,664,618,823
29017,Bollinger County,Missouri,651,653,677
29019,Boone County,Missouri,1098,1156,1060
29021,Buchanan County,Missouri,889,890,889
29023,Butler County,Missouri,726,685,768
29025,Caldwell County,Missouri,694,717,628
29027,Callaway County,Missouri,919,981,850
29029,Camden County,Missouri,890,918,838
29031,Cape Girardeau County,Missouri,934,980,881
29033,Carroll County,Missouri,715,680,785
29035,Carter County,Missouri,636,654,661
29037,Cass County,Missouri,1241,1308,1147
29039,Cedar County,Missouri,723,703,783
29041,Chariton County,Missouri,606,617,540
29043,Christian County,Missouri,1127,1230,979
29045,Clark County,Missouri,580,564,589
29047,Clay County,Missouri,1309,1367,1220
29049,Clinton County,Missouri,1074,1155,985
29051,Cole County,Missouri,869,950,804
29053,Cooper County,Missouri,816,843,763
29055,Crawford County,Missouri,750,740,807
29057,Dade County,Missouri,653,651,650
29059,Dallas County,Missouri,667,656,685
29061,Daviess County,Missouri,701,696,731
29063,DeKalb County,Missouri,773,752,796
29065,Dent County,Missouri,629,646,615
29067,Douglas County,Missouri,606,573,687
29069,Dunklin County,Missouri,643,659,632
29071,Franklin County,Missouri,971,1055,874
29073,Gasconade County,Missouri,688,695,671
29075,Gentry County,Missouri,691,716,620
29077,Greene County,Missouri,964,1001,940
29079,Grundy County,Missouri,625,594,679
29081,Harrison County,Missouri,676,685,666
29083,Henry County,Missouri,776,815,740
29085,Hickory County,Missouri,616,606,699
29087,Holt County,Missouri,630,628,702
29089,Howard County,Missouri,802,798,807
29091,Howell County,Missouri,676,634,722
29093,Iron County,Missouri,612,554,671
29095,Jackson County,Missouri,1172,1201,1151
29097,Jasper County,Missouri,915,924,904
29099,Jefferson County,Missouri,1108,1168,972
29101,Johnson County,Missouri,971,1053,905
29103,Knox County,Missouri,639,619,661
29105,Laclede County,Missouri,812,826,796
29107,Lafayette County,Missouri,883,907,848
29109,Lawrence County,Missouri,785,790,785
29111,Lewis County,Missouri,653,655,627
29113,Lincoln County,Missouri,1079,1134,972
29115,Linn County,Missouri,617,626,612
29117,Livingston County,Missouri,729,707,747
29119,McDonald County,Missouri,731,692,764
29121,Macon County,Missouri,701,693,719
29123,Madison County,Missouri,731,664,817
29125,Maries County,Missouri,643,673,594
29127,Marion County,Missouri,752,692,813
29129,Mercer County,Missouri,628,636,548
29131,Miller County,Missouri,719,717,724
29133,Mississippi County,Missouri,660,567,782
29135,Moniteau County,Missouri,790,818,766
29137,Monroe County,Missouri,593,557,667
29139,Montgomery County,Missouri,744,733,767
29141,Morgan County,Missouri,722,743,692
29143,New Madrid County,Missouri,685,619,734
29145,Newton County,Missouri,839,875,777
29147,Nodaway County,Missouri,759,758,754
29149,Oregon County,Missouri,608,560,735
29151,Osage County,Missouri,681,698,644
29153,Ozark County,Missouri,556,494,626
29155,Pemiscot County,Missouri,684,651,708
29157,Perry County,Missouri,884,847,923
29159,Pettis County,Missouri,804,761,863
29161,Phelps County,Missouri,799,796,801
29163,Pike County,Missouri,656,615,742
29165,Platte County,Missouri,1410,1545,1247
29167,Polk County,Missouri,798,805,792
29169,Pulaski County,Missouri,1008,922,1072
29171,Putnam County,Missouri,733,802,575
29173,Ralls County,Missouri,692,667,765
29175,Randolph County,Missouri,769,795,742
29177,Ray County,Missouri,868,889,808
29179,Reynolds County,Missouri,515,490,627
29181,Ripley County,Missouri,642,625,666
29183,St. Charles County,Missouri,1447,1506,1312
29185,St. Clair County,Missouri,641,637,607
29186,Ste. Genevieve County,Missouri,777,768,774
29187,St. Francois County,Missouri,805,824,786
29189,St. Louis County,Missouri,1241,1320,1164
29195,Saline County,Missouri,770,799,733
29197,Schuyler County,Missouri,584,628,382
29199,Scotland County,Missouri,759,809,516
29201,Scott County,Missouri,817,823,809
29203,Shannon County,Missouri,662,676,509
29205,Shelby County,Missouri,611,631,570
29207,Stoddard County,Missouri,708,690,737
29209,Stone County,Missouri,784,754,892
29211,Sullivan County,Missouri,692,693,692
29213,Taney County,Missouri,888,847,925
29215,Texas County,Missouri,664,658,647
29217,Vernon County,Missouri,711,698,722
29219,Warren County,Missouri,1145,1206,913
29221,Washington County,Missouri,634,599,680
29223,Wayne County,Missouri,540,494,632
29225,Webster County,Missouri,834,888,777
29227,Worth County,Missouri,489,522,353
29229,Wright County,Missouri,582,597,558
29510,St. Louis city,Missouri,1013,1093,978
30001,Beaverhead County,Montana,812,829,800
30003,Big Horn County,Montana,566,537,686
30005,Blaine County,Montana,575,533,689
30007,Broadwater County,Montana,1072,1106,978
30009,Carbon County,Montana,981,1003,882
30011,Carter County,Montana,661,581,731
30013,Cascade County,Montana,981,1046,902
30015,Chouteau County,Montana,563,608,485
30017,Custer County,Montana,888,860,918
30019,Daniels County,Montana,695,758,588
30021,Dawson County,Montana,811,796,823
30023,Deer Lodge County,Montana,744,827,661
30025,Fallon County,Montana,819,878,772
30027,Fergus County,Montana,804,710,868
30029,Flathead County,Montana,1182,1268,1094
30031,Gallatin County,Montana,1594,1610,1574
30033,Garfield County,Montana,659,594,802
30035,Glacier County,Montana,497,468,553
30037,Golden Valley County,Montana,698,664,769
30039,Granite County,Montana,675,608,734
30041,Hill County,Montana,754,754,752
30043,Jefferson County,Montana,1100,1166,886
30045,Judith Basin County,Montana,572,598,502
30047,Lake County,Montana,944,1012,884
30049,Lewis and Clark County,Montana,1204,1352,1062
30051,Liberty County,Montana,698,718,668
30053,Lincoln County,Montana,714,681,810
30055,McCone County,Montana,604,635,543
30057,Madison County,Montana,908,849,1159
30059,Meagher County,Montana,734,682,871
30061,Mineral County,Montana,894,984,746
30063,Missoula County,Montana,1238,1425,1125
30065,Musselshell County,Montana,733,686,865
30067,Park County,Montana,1041,1106,927
30069,Petroleum County,Montana,659,600,769
30071,Phillips County,Montana,597,589,623
30073,Pondera County,Montana,639,621,806
30075,Powder River County,Montana,702,713,609
30077,Powell County,Montana,798,893,770
30079,Prairie County,Montana,692,672,827
30081,Ravalli County,Montana,1060,1065,1054
30083,Richland County,Montana,854,825,866
30085,Roosevelt County,Montana,496,415,707
30087,Rosebud County,Montana,643,643,644
30089,Sanders County,Montana,702,655,774
30091,Sheridan County,Montana,722,706,749
30093,Silver Bow County,Montana,883,944,810
30095,Stillwater County,Montana,1078,1136,968
30097,Sweet Grass County,Montana,947,839,1073
30099,Teton County,Montana,826,859,750
30101,Toole County,Montana,792,958,753
30103,Treasure County,Montana,898,875,992
30105,Valley County,Montana,786,803,769
30107,Wheatland County,Montana,652,575,741
30109,Wibaux County,Montana,627,535,964
30111,Yellowstone County,Montana,1170,1257,1084
31001,Adams County,Nebraska,907,956,853
31003,Antelope County,Nebraska,716,693,746
31005,Arthur County,Nebraska,816,814,850
31007,Banner County,Nebraska,800,793,975
31009,Blaine County,Nebraska,655,630,786
31011,Boone County,Nebraska,730,740,734
31013,Box Butte County,Nebraska,907,960,771
31015,Boyd County,Nebraska,657,671,650
31017,Brown County,Nebraska,727,677,932
31019,Buffalo County,Nebraska,1049,1239,911
31021,Burt County,Nebraska,775,832,688
31023,Butler County,Nebraska,807,831,753
31025,Cass County,Nebraska,1282,1376,987
31027,Cedar County,Nebraska,741,776,683
31029,Chase County,Nebraska,874,881,749
31031,Cherry County,Nebraska,813,761,873
31033,Cheyenne County,Nebraska,891,864,912
31035,Clay County,Nebraska,739,766,701
31037,Colfax County,Nebraska,842,764,902
31039,Cuming County,Nebraska,795,791,800
31041,Custer County,Nebraska,874,942,794
31043,Dakota County,Nebraska,1027,992,1053
31045,Dawes County,Nebraska,947,925,1014
31047,Dawson County,Nebraska,872,885,861
31049,Deuel County,Nebraska,708,674,827
31051,Dixon County,Nebraska,691,705,661
31053,Dodge County,Nebraska,973,967,985
31055,Douglas County,Nebraska,1321,1495,1162
31057,Dundy County,Nebraska,613,617,588
31059,Fillmore County,Nebraska,724,740,667
31061,Franklin County,Nebraska,567,561,613
31063,Frontier County,Nebraska,721,772,605
31065,Furnas County,Nebraska,728,713,805
31067,Gage County,Nebraska,805,843,770
31069,Garden County,Nebraska,604,583,675
31071,Garfield County,Nebraska,787,843,519
31073,Gosper County,Nebraska,732,724,797
31075,Grant County,Nebraska,747,710,883
31077,Greeley County,Nebraska,676,695,643
31079,Hall County,Nebraska,972,1076,911
31081,Hamilton County,Nebraska,1054,1133,776
31083,Harlan County,Nebraska,692,690,708
31085,Hayes County,Nebraska,658,721,419
31087,Hitchcock County,Nebraska,656,626,715
31089,Holt County,Nebraska,713,697,724
31091,Hooker County,Nebraska,540,488,581
31093,Howard County,Nebraska,870,915,811
31095,Jefferson County,Nebraska,745,856,659
31097,Johnson County,Nebraska,736,691,777
31099,Kearney County,Nebraska,959,1081,787
31101,Keith County,Nebraska,812,853,772
31103,Keya Paha County,Nebraska,608,550,867
31105,Kimball County,Nebraska,794,761,853
31107,Knox County,Nebraska,658,652,692
31109,Lancaster County,Nebraska,1159,1305,1045
31111,Lincoln County,Nebraska,928,992,867
31113,Logan County,Nebraska,883,954,725
31115,Loup County,Nebraska,762,739,650
31117,McPherson County,Nebraska,665,680,653
31119,Madison County,Nebraska,919,975,851
31121,Merrick County,Nebraska,865,929,772
31123,Morrill County,Nebraska,737,739,744
31125,Nance County,Nebraska,768,745,776
31127,Nemaha County,Nebraska,816,849,727
31129,Nuckolls County,Nebraska,559,530,616
31131,Otoe County,Nebraska,908,909,905
31133,Pawnee County,Nebraska,592,586,616
31135,Perkins County,Nebraska,820,840,783
31137,Phelps County,Nebraska,797,844,724
31139,Pierce County,Nebraska,835,815,850
31141,Platte County,Nebraska,906,935,867
31143,Polk County,Nebraska,716,727,692
31145,Red Willow County,Nebraska,765,758,778
31147,Richardson County,Nebraska,675,673,692
31149,Rock County,Nebraska,616,628,608
31151,Saline County,Nebraska,837,840,833
31153,Sarpy County,Nebraska,1535,1709,1284
31155,Saunders County,Nebraska,1141,1239,930
31157,Scotts Bluff County,Nebraska,938,974,889
31159,Seward County,Nebraska,1052,1105,969
31161,Sheridan County,Nebraska,756,737,771
31163,Sherman County,Nebraska,793,767,866
31165,Sioux County,Nebraska,765,809,743
31167,Stanton County,Nebraska,912,953,817
31169,Thayer County,Nebraska,663,620,738
31171,Thomas County,Nebraska,587,556,685
31173,Thurston County,Nebraska,682,662,698
31175,Valley County,Nebraska,713,803,616
31177,Washington County,Nebraska,1238,1363,958
31179,Wayne County,Nebraska,953,1103,732
31181,Webster County,Nebraska,681,681,673
31183,Wheeler County,Nebraska,572,578,525
31185,York County,Nebraska,895,905,885
32001,Churchill County,Nevada,1128,1039,1203
32003,Clark County,Nevada,1497,1471,1518
32005,Douglas County,Nevada,1505,1487,1545
32007,Elko County,Nevada,1145,1170,1126
32009,Esmeralda County,Nevada,742,472,1319
32011,Eureka County,Nevada,408,365,940
32013,Humboldt County,Nevada,1115,1191,998
32015,Lander County,Nevada,1064,1062,1066
32017,Lincoln County,Nevada,760,734,754
32019,Lyon County,Nevada,1301,1319,1259
32021,Mineral County,Nevada,675,564,1130
32023,Nye County,Nevada,933,874,1013
32027,Pershing County,Nevada,750,906,667
32029,Storey County,Nevada,1331,1352,1007
32031,Washoe County,Nevada,1542,1582,1507
32033,White Pine County,Nevada,704,518,933
32510,Carson City,Nevada,1204,1256,1172
33001,Belknap County,New Hampshire,1416,1524,1184
33003,Carroll County,New Hampshire,1246,1278,1179
33005,Cheshire County,New Hampshire,1405,1498,1220
33007,Coos County,New Hampshire,904,946,843
33009,Grafton County,New Hampshire,1399,1457,1292
33011,Hillsborough County,New Hampshire,1747,1946,1532
33013,Merrimack County,New Hampshire,1566,1765,1293
33015,Rockingham County,New Hampshire,1953,2109,1619
33017,Strafford County,New Hampshire,1579,1750,1413
33019,Sullivan County,New Hampshire,1247,1316,1159
34001,Atlantic County,New Jersey,1520,1675,1325
34003,Bergen County,New Jersey,2259,2711,1863
34005,Burlington County,New Jersey,1808,1886,1669
34007,Camden County,New Jersey,1568,1767,1346
34009,Cape May County,New Jersey,1518,1588,1345
34011,Cumberland County,New Jersey,1337,1437,1254
34013,Essex County,New Jersey,1775,2710,1459
34015,Gloucester County,New Jersey,1766,1875,1480
34017,Hudson County,New Jersey,1932,2523,1811
34019,Hunterdon County,New Jersey,2216,2384,1707
34021,Mercer County,New Jersey,1719,1984,1515
34023,Middlesex County,New Jersey,1974,2196,1810
34025,Monmouth County,New Jersey,2153,2364,1771
34027,Morris County,New Jersey,2305,2573,1860
34029,Ocean County,New Jersey,1650,1630,1702
34031,Passaic County,New Jersey,1802,2385,1553
34033,Salem County,New Jersey,1382,1528,1185
34035,Somerset County,New Jersey,2253,2461,1921
34037,Sussex County,New Jersey,1887,2006,1503
34039,Union County,New Jersey,1996,2551,1664
34041,Warren County,New Jersey,1614,1779,1368
35001,Bernalillo County,New Mexico,1140,1192,1087
35003,Catron County,New Mexico,431,397,740
35005,Chaves County,New Mexico,745,660,838
35006,Cibola County,New Mexico,524,450,724
35007,Colfax County,New Mexico,690,675,704
35009,Curry County,New Mexico,933,879,987
35011,De Baca County,New Mexico,557,503,727
35013,Doña Ana County,New Mexico,878,842,903
35015,Eddy County,New Mexico,885,739,1183
35017,Grant County,New Mexico,619,491,810
35019,Guadalupe County,New Mexico,510,511,515
35021,Harding County,New Mexico,466,474,700
35023,Hidalgo County,New Mexico,566,537,803
35025,Lea County,New Mexico,905,699,1119
35027,Lincoln County,New Mexico,735,699,883
35028,Los Alamos County,New Mexico,1478,1634,1308
35029,Luna County,New Mexico,594,560,685
35031,McKinley County,New Mexico,472,351,810
35033,Mora County,New Mexico,536,544,785
35035,Otero County,New Mexico,781,628,926
35037,Quay County,New Mexico,595,527,752
35039,Rio Arriba County,New Mexico,555,497,760
35041,Roosevelt County,New Mexico,864,868,863
35043,Sandoval County,New Mexico,1234,1180,1408
35045,San Juan County,New Mexico,842,751,917
35047,San Miguel County,New Mexico,617,531,774
35049,Santa Fe County,New Mexico,1237,1183,1318
35051,Sierra County,New Mexico,550,464,695
35053,Socorro County,New Mexico,494,473,653
35055,Taos County,New Mexico,773,695,1069
35057,Torrance County,New Mexico,704,599,845
35059,Union County,New Mexico,648,635,650
35061,Valencia County,New Mexico,867,798,970
36001,Albany County,New York,1338,1483,1252
36003,Allegany County,New York,760,762,754
36005,Bronx County,New York,1467,1777,1436
36007,Broome County,New York,951,983,914
36009,Cattaraugus County,New York,765,767,759
36011,Cayuga County,New York,988,1051,895
36013,Chautauqua County,New York,790,785,797
36015,Chemung County,New York,973,952,1020
36017,Chenango County,New York,873,905,819
36019,Clinton County,New York,981,1009,956
36021,Columbia County,New York,1290,1354,1199
36023,Cortland County,New York,1016,1084,911
36025,Delaware County,New York,910,944,848
36027,Dutchess County,New York,1727,1924,1522
36029,Erie County,New York,1081,1125,1037
36031,Essex County,New York,978,1024,890
36033,Franklin County,New York,828,838,819
36035,Fulton County,New York,924,963,883
36037,Genesee County,New York,994,1078,909
36039,Greene County,New York,1163,1261,993
36041,Hamilton County,New York,822,805,860
36043,Herkimer County,New York,851,875,811
36045,Jefferson County,New York,1145,1076,1214
36047,Kings County,New York,1850,2248,1784
36049,Lewis County,New York,874,889,821
36051,Livingston County,New York,1022,1078,912
36053,Madison County,New York,1045,1124,891
36055,Monroe County,New York,1195,1272,1126
36057,Montgomery County,New York,955,1001,921
36059,Nassau County,New York,2772,3000,2195
36061,New York County,New York,2225,2642,2132
36063,Niagara County,New York,952,1021,870
36065,Oneida County,New York,961,1005,917
36067,Onondaga County,New York,1148,1228,1067
36069,Ontario County,New York,1175,1199,1126
36071,Orange County,New York,1886,2128,1602
36073,Orleans County,New York,1000,1082,877
36075,Oswego County,New York,1012,1061,943
36077,Otsego County,New York,966,989,942
36079,Putnam County,New York,2270,2409,1824
36081,Queens County,New York,1901,1830,1915
36083,Rensselaer County,New York,1300,1430,1182
36085,Richmond County,New York,1962,2255,1689
36087,Rockland County,New York,2350,2779,1826
36089,St. Lawrence County,New York,836,868,799
36091,Saratoga County,New York,1451,1538,1347
36093,Schenectady County,New York,1291,1439,1159
36095,Schoharie County,New York,965,984,916
36097,Schuyler County,New York,933,960,858
36099,Seneca County,New York,969,1012,925
36101,Steuben County,New York,907,924,878
36103,Suffolk County,New York,2442,2549,2190
36105,Sullivan County,New York,1156,1256,999
36107,Tioga County,New York,968,1017,914
36109,Tompkins County,New York,1381,1390,1374
36111,Ulster County,New York,1484,1571,1335
36113,Warren County,New York,1184,1283,1089
36115,Washington County,New York,1067,1114,1000
36117,Wayne County,New York,1064,1125,929
36119,Westchester County,New York,2275,2882,1876
36121,Wyoming County,New York,862,900,782
36123,Yates County,New York,901,997,802
37001,Alamance County,North Carolina,1001,993,1007
37003,Alexander County,North Carolina,664,605,745
37005,Alleghany County,North Carolina,757,759,755
37007,Anson County,North Carolina,716,617,849
37009,Ashe County,North Carolina,718,683,774
37011,Avery County,North Carolina,691,632,791
37013,Beaufort County,North Carolina,843,831,859
37015,Bertie County,North Carolina,798,766,824
37017,Bladen County,North Carolina,729,719,752
37019,Brunswick County,North Carolina,1145,1111,1267
37021,Buncombe County,North Carolina,1217,1151,1281
37023,Burke County,North Carolina,744,722,805
37025,Cabarrus County,North Carolina,1356,1393,1303
37027,Caldwell County,North Carolina,695,661,735
37029,Camden County,North Carolina,1423,1508,1220
37031,Carteret County,North Carolina,1077,1088,1062
37033,Caswell County,North Carolina,707,714,699
37035,Catawba County,North Carolina,879,870,891
37037,Chatham County,North Carolina,1123,1144,1066
37039,Cherokee County,North Carolina,593,551,800
37041,Chowan County,North Carolina,972,1016,766
37043,Clay County,North Carolina,781,765,791
37045,Cleveland County,North Carolina,778,726,835
37047,Columbus County,North Carolina,726,681,775
37049,Craven County,North Carolina,1027,976,1100
37051,Cumberland County,North Carolina,1148,1134,1156
37053,Currituck County,North Carolina,1466,1526,1126
37055,Dare County,North Carolina,1356,1392,1307
37057,Davidson County,North Carolina,849,831,863
37059,Davie County,North Carolina,946,966,889
37061,Duplin County,North Carolina,754,707,815
37063,Durham County,North Carolina,1421,1430,1415
37065,Edgecombe County,North Carolina,822,834,818
37067,Forsyth County,North Carolina,1050,1054,1046
37069,Franklin County,North Carolina,1047,1089,988
37071,Gaston County,North Carolina,1076,1068,1085
37073,Gates County,North Carolina,879,849,940
37075,Graham County,North Carolina,484,447,581
37077,Granville County,North Carolina,1064,1103,1008
37079,Greene County,North Carolina,800,723,845
37081,Guilford County,North Carolina,1106,1103,1108
37083,Halifax County,North Carolina,772,769,776
37085,Harnett County,North Carolina,1134,1171,1080
37087,Haywood County,North Carolina,894,820,1052
37089,Henderson County,North Carolina,1032,973,1120
37091,Hertford County,North Carolina,807,807,806
37093,Hoke County,North Carolina,1066,1076,1047
37095,Hyde County,North Carolina,992,833,1237
37097,Iredell County,North Carolina,1166,1155,1183
37099,Jackson County,North Carolina,758,550,855
37101,Johnston County,North Carolina,1211,1276,1007
37103,Jones County,North Carolina,720,726,725
37105,Lee County,North Carolina,989,1027,962
37107,Lenoir County,North Carolina,788,758,814
37109,Lincoln County,North Carolina,1004,1023,977
37111,McDowell County,North Carolina,673,605,741
37113,Macon County,North Carolina,752,693,791
37115,Madison County,North Carolina,741,722,764
37117,Martin County,North Carolina,783,822,729
