FIPS Code,County Name,State Name,Total Population,Median Age,Sex Ratio
21217,Taylor County,Kentucky,26205,37.7,96.7
21219,Todd County,Kentucky,12330,36.3,102.4
21221,Trigg County,Kentucky,14211,46.6,99.1
21223,Trimble County,Kentucky,8531,40.9,99.2
21225,Union County,Kentucky,13379,41.3,102.5
21227,Warren County,Kentucky,137549,33.4,97.4
21229,Washington County,Kentucky,12091,42.2,97.6
21231,Wayne County,Kentucky,19592,43.4,96.3
21233,Webster County,Kentucky,12873,39.6,99.9
21235,Whitley County,Kentucky,36755,35.4,96.7
21237,Wolfe County,Kentucky,6484,41.5,99.0
21239,Woodford County,Kentucky,27017,42.3,90.4
22001,Acadia Parish,Louisiana,57218,37.0,95.5
22003,Allen Parish,Louisiana,22552,38.9,142.4
22005,Ascension Parish,Louisiana,128593,36.4,97.7
22007,Assumption Parish,Louisiana,20720,42.0,91.3
22009,Avoyelles Parish,Louisiana,39176,38.2,99.9
22011,Beauregard Parish,Louisiana,36646,36.9,105.2
22013,Bienville Parish,Louisiana,12769,42.5,91.7
22015,Bossier Parish,Louisiana,129134,36.2,98.7
22017,Caddo Parish,Louisiana,232973,39.2,89.9
22019,Calcasieu Parish,Louisiana,208668,37.2,96.0
22021,Caldwell Parish,Louisiana,9563,40.7,113.7
22023,Cameron Parish,Louisiana,5222,43.0,103.5
22025,Catahoula Parish,Louisiana,8738,38.8,113.2
22027,Claiborne Parish,Louisiana,14019,41.9,117.3
22029,Concordia Parish,Louisiana,18325,37.7,99.2
22031,De Soto Parish,Louisiana,26897,40.1,94.1
22033,East Baton Rouge Parish,Louisiana,452821,34.2,91.6
22035,East Carroll Parish,Louisiana,7195,35.7,135.8
22037,East Feliciana Parish,Louisiana,19378,44.6,124.3
22039,Evangeline Parish,Louisiana,32162,37.7,102.2
22041,Franklin Parish,Louisiana,19590,39.1,91.6
22043,Grant Parish,Louisiana,22123,38.5,129.5
22045,Iberia Parish,Louisiana,69194,37.8,97.6
22047,Iberville Parish,Louisiana,29950,40.3,102.9
22049,Jackson Parish,Louisiana,14939,41.5,103.4
22051,Jefferson Parish,Louisiana,432484,39.9,94.6
22053,Jefferson Davis Parish,Louisiana,32083,37.4,97.4
22055,Lafayette Parish,Louisiana,245075,36.4,95.6
22057,Lafourche Parish,Louisiana,96670,39.0,97.2
22059,LaSalle Parish,Louisiana,14804,38.6,121.9
22061,Lincoln Parish,Louisiana,48160,28.6,96.9
22063,Livingston Parish,Louisiana,145583,36.4,97.6
22065,Madison Parish,Louisiana,9757,34.6,95.5
22067,Morehouse Parish,Louisiana,24967,40.3,95.5
22069,Natchitoches Parish,Louisiana,37047,33.3,92.2
22071,Orleans Parish,Louisiana,376035,38.4,89.2
22073,Ouachita Parish,Louisiana,158916,36.6,92.8
22075,Plaquemines Parish,Louisiana,23070,36.8,109.3
22077,Pointe Coupee Parish,Louisiana,20438,43.2,97.2
22079,Rapides Parish,Louisiana,128470,37.8,94.1
22081,Red River Parish,Louisiana,7529,40.4,99.9
22083,Richland Parish,Louisiana,19908,39.8,98.0
22085,Sabine Parish,Louisiana,22085,41.3,98.6
22087,St. Bernard Parish,Louisiana,44172,35.8,96.0
22089,St. Charles Parish,Louisiana,51863,39.1,99.2
22091,St. Helena Parish,Louisiana,10849,42.4,94.3
22093,St. James Parish,Louisiana,19797,40.8,92.9
22095,St. John the Baptist Parish,Louisiana,41342,38.5,97.6
22097,St. Landry Parish,Louisiana,82128,37.5,94.2
22099,St. Martin Parish,Louisiana,51559,39.7,96.3
22101,St. Mary Parish,Louisiana,48455,39.7,96.0
22103,St. Tammany Parish,Louisiana,269331,40.4,96.0
22105,Tangipahoa Parish,Louisiana,135218,35.7,95.2
22107,Tensas Parish,Louisiana,3992,47.4,93.1
22109,Terrebonne Parish,Louisiana,107362,37.3,98.1
22111,Union Parish,Louisiana,20914,43.5,94.1
22113,Vermilion Parish,Louisiana,57031,39.4,93.6
22115,Vernon Parish,Louisiana,47764,32.1,108.5
22117,Washington Parish,Louisiana,45238,41.0,100.3
22119,Webster Parish,Louisiana,36189,41.2,96.6
22121,West Baton Rouge Parish,Louisiana,27666,36.6,97.9
22123,West Carroll Parish,Louisiana,9622,41.4,98.3
22125,West Feliciana Parish,Louisiana,15381,42.2,212.5
22127,Winn Parish,Louisiana,13506,41.6,119.0
23001,Androscoggin County,Maine,112323,40.8,96.9
23003,Aroostook County,Maine,67227,48.4,100.0
23005,Cumberland County,Maine,305940,42.1,94.9
23007,Franklin County,Maine,30145,46.1,96.6
23009,Hancock County,Maine,56084,49.1,95.8
23011,Kennebec County,Maine,125614,44.0,95.9
23013,Knox County,Maine,40860,49.2,101.2
23015,Lincoln County,Maine,35840,51.1,97.1
23017,Oxford County,Maine,58728,48.3,99.3
23019,Penobscot County,Maine,153571,42.5,98.8
23021,Piscataquis County,Maine,17125,51.4,103.0
23023,Sagadahoc County,Maine,37093,47.3,96.1
23025,Somerset County,Maine,50852,46.9,99.0
23027,Waldo County,Maine,40006,46.9,98.3
23029,Washington County,Maine,31261,48.6,97.1
23031,York County,Maine,214731,45.3,96.7
24001,Allegany County,Maryland,67762,41.7,109.1
24003,Anne Arundel County,Maryland,590936,39.0,98.0
24005,Baltimore County,Maryland,849586,39.5,90.7
24009,Calvert County,Maryland,93791,40.5,99.2
24011,Caroline County,Maryland,33406,39.8,96.9
24013,Carroll County,Maryland,174318,41.3,99.0
24015,Cecil County,Maryland,104366,40.8,98.4
24017,Charles County,Maryland,168710,38.8,92.8
24019,Dorchester County,Maryland,32612,43.9,87.3
24021,Frederick County,Maryland,280341,38.9,97.9
24023,Garrett County,Maryland,28713,48.1,101.8
24025,Harford County,Maryland,262509,40.5,96.8
24027,Howard County,Maryland,333916,39.4,97.2
24029,Kent County,Maryland,19265,48.4,93.3
24031,Montgomery County,Maryland,1057586,40.1,95.0
24033,Prince George's County,Maryland,955584,38.5,93.8
24035,Queen Anne's County,Maryland,50951,44.8,99.0
24037,St. Mary's County,Maryland,114372,37.0,101.8
24039,Somerset County,Maryland,24685,38.1,120.5
24041,Talbot County,Maryland,37707,51.1,92.5
24043,Washington County,Maryland,155033,41.0,103.1
24045,Wicomico County,Maryland,104117,36.2,91.7
24047,Worcester County,Maryland,53279,50.7,95.2
24510,Baltimore city,Maryland,577193,36.1,87.2
25001,Barnstable County,Massachusetts,230073,55.1,93.0
25003,Berkshire County,Massachusetts,128047,47.8,96.4
25005,Bristol County,Massachusetts,578436,40.9,95.4
25007,Dukes County,Massachusetts,20751,50.4,97.2
25009,Essex County,Massachusetts,807258,41.1,94.5
25011,Franklin County,Massachusetts,70922,47.3,97.4
25013,Hampden County,Massachusetts,462853,39.8,94.6
25015,Hampshire County,Massachusetts,156595,38.7,87.9
25017,Middlesex County,Massachusetts,1622896,38.9,97.4
25019,Nantucket County,Massachusetts,14299,40.8,103.3
25021,Norfolk County,Massachusetts,724540,40.9,94.1
25023,Plymouth County,Massachusetts,531889,42.9,95.8
25025,Suffolk County,Massachusetts,782172,33.8,93.4
25027,Worcester County,Massachusetts,861664,40.3,98.5
26001,Alcona County,Michigan,10310,59.7,101.2
26003,Alger County,Michigan,8813,48.8,130.9
26005,Allegan County,Michigan,120913,40.8,100.9
26007,Alpena County,Michigan,28908,47.6,99.7
26009,Antrim County,Michigan,23876,51.8,100.3
26011,Arenac County,Michigan,15054,50.1,105.0
26013,Baraga County,Michigan,8249,46.2,123.7
26015,Barry County,Michigan,62982,42.0,102.1
26017,Bay County,Michigan,103235,43.8,98.2
26019,Benzie County,Michigan,18177,50.6,100.9
26021,Berrien County,Michigan,153411,42.6,96.8
26023,Branch County,Michigan,44914,40.8,107.7
26025,Calhoun County,Michigan,133846,40.2,97.3
26027,Cass County,Michigan,51606,45.5,101.5
26029,Charlevoix County,Michigan,26143,50.0,100.4
26031,Cheboygan County,Michigan,25778,51.9,101.7
26033,Chippewa County,Michigan,36448,41.3,119.3
26035,Clare County,Michigan,31109,48.3,101.5
26037,Clinton County,Michigan,79419,41.8,98.4
26039,Crawford County,Michigan,13271,51.5,104.9
26041,Delta County,Michigan,36829,47.8,101.6
26043,Dickinson County,Michigan,25940,47.4,103.1
26045,Eaton County,Michigan,109000,41.2,98.0
26047,Emmet County,Michigan,34159,46.4,99.1
26049,Genesee County,Michigan,404087,40.6,94.0
26051,Gladwin County,Michigan,25543,50.8,102.7
26053,Gogebic County,Michigan,14348,51.3,106.6
26055,Grand Traverse County,Michigan,95757,43.1,97.6
26057,Gratiot County,Michigan,41478,39.7,117.8
26059,Hillsdale County,Michigan,45658,42.8,100.9
26061,Houghton County,Michigan,37428,32.3,121.1
26063,Huron County,Michigan,31258,49.4,99.8
26065,Ingham County,Michigan,282015,33.3,95.8
26067,Ionia County,Michigan,66706,38.8,119.0
26069,Iosco County,Michigan,25333,53.5,99.3
26071,Iron County,Michigan,11650,53.2,99.9
26073,Isabella County,Michigan,64475,29.8,95.4
26075,Jackson County,Michigan,160187,41.2,105.6
26077,Kalamazoo County,Michigan,261437,34.9,96.4
26079,Kalkaska County,Michigan,18116,44.0,103.6
26081,Kent County,Michigan,658844,35.7,98.6
26083,Keweenaw County,Michigan,2106,56.7,103.7
26085,Lake County,Michigan,12393,50.3,118.6
26087,Lapeer County,Michigan,88703,44.6,105.8
26089,Leelanau County,Michigan,22607,55.3,98.5
26091,Lenawee County,Michigan,98823,42.2,102.9
26093,Livingston County,Michigan,195143,43.8,101.9
26095,Luce County,Michigan,6325,44.6,148.8
26097,Mackinac County,Michigan,10865,53.3,103.6
26099,Macomb County,Michigan,877624,41.1,96.0
26101,Manistee County,Michigan,25247,50.3,106.2
26103,Marquette County,Michigan,66430,39.2,102.9
26105,Mason County,Michigan,29177,47.2,101.1
26107,Mecosta County,Michigan,40321,40.6,99.5
26109,Menominee County,Michigan,23295,49.9,106.7
26111,Midland County,Michigan,83641,41.8,99.8
26113,Missaukee County,Michigan,15156,42.7,103.3
26115,Monroe County,Michigan,155001,42.6,99.5
26117,Montcalm County,Michigan,67174,40.1,115.4
26119,Montmorency County,Michigan,9372,56.7,106.0
26121,Muskegon County,Michigan,175378,39.9,99.5
26123,Newaygo County,Michigan,50414,42.8,102.7
26125,Oakland County,Michigan,1272294,41.2,97.5
26127,Oceana County,Michigan,26788,43.9,104.4
26129,Ogemaw County,Michigan,20853,50.8,101.6
26131,Ontonagon County,Michigan,5870,59.4,104.0
26133,Osceola County,Michigan,23122,43.8,104.3
26135,Oscoda County,Michigan,8338,52.1,105.0
26137,Otsego County,Michigan,25352,44.5,103.1
26139,Ottawa County,Michigan,298614,36.3,98.5
26141,Presque Isle County,Michigan,13142,56.2,100.2
26143,Roscommon County,Michigan,23639,57.4,101.7
26145,Saginaw County,Michigan,189210,41.1,95.3
26147,St. Clair County,Michigan,160089,44.3,99.9
26149,St. Joseph County,Michigan,60870,39.8,101.6
26151,Sanilac County,Michigan,40574,45.3,101.8
26153,Schoolcraft County,Michigan,8093,52.1,99.8
26155,Shiawassee County,Michigan,68061,43.1,99.0
26157,Tuscola County,Michigan,53071,44.6,103.4
26159,Van Buren County,Michigan,75681,41.2,99.3
26161,Washtenaw County,Michigan,368394,34.8,99.5
26163,Wayne County,Michigan,1773767,37.8,93.9
26165,Wexford County,Michigan,33868,42.2,101.3
27001,Aitkin County,Minnesota,15930,56.5,101.8
27003,Anoka County,Minnesota,367095,38.8,101.2
27005,Becker County,Minnesota,35260,43.2,100.4
27007,Beltrami County,Minnesota,46421,35.1,101.6
27009,Benton County,Minnesota,41458,36.7,99.6
27011,Big Stone County,Minnesota,5152,47.4,102.8
27013,Blue Earth County,Minnesota,69386,31.5,102.3
27015,Brown County,Minnesota,25826,42.4,100.2
27017,Carlton County,Minnesota,36457,41.7,112.6
27019,Carver County,Minnesota,108622,38.9,100.4
27021,Cass County,Minnesota,30688,49.7,106.2
27023,Chippewa County,Minnesota,12388,41.8,98.9
27025,Chisago County,Minnesota,57434,40.8,108.3
27027,Clay County,Minnesota,65628,33.5,99.2
27029,Clearwater County,Minnesota,8579,41.8,103.6
27031,Cook County,Minnesota,5633,52.3,98.4
27033,Cottonwood County,Minnesota,11458,41.3,100.0
27035,Crow Wing County,Minnesota,67113,45.4,99.6
27037,Dakota County,Minnesota,442204,38.4,98.6
27039,Dodge County,Minnesota,20962,38.5,103.4
27041,Douglas County,Minnesota,39354,44.3,101.8
27043,Faribault County,Minnesota,13909,44.6,102.9
27045,Fillmore County,Minnesota,21346,42.3,102.6
27047,Freeborn County,Minnesota,30752,43.9,101.7
27049,Goodhue County,Minnesota,47844,42.3,100.5
27051,Grant County,Minnesota,6108,43.7,104.6
27053,Hennepin County,Minnesota,1268903,37.4,99.0
27055,Houston County,Minnesota,18768,45.0,101.2
27057,Hubbard County,Minnesota,21700,48.3,103.6
27059,Isanti County,Minnesota,41934,40.1,102.4
27061,Itasca County,Minnesota,45141,46.9,102.6
27063,Jackson County,Minnesota,9964,44.5,104.9
27065,Kanabec County,Minnesota,16261,44.5,101.0
27067,Kandiyohi County,Minnesota,43757,39.8,102.4
27069,Kittson County,Minnesota,4163,48.4,98.4
27071,Koochiching County,Minnesota,11950,50.5,103.7
27073,Lac qui Parle County,Minnesota,6694,47.7,105.3
27075,Lake County,Minnesota,10911,49.6,108.3
27077,Lake of the Woods County,Minnesota,3800,50.8,118.3
27079,Le Sueur County,Minnesota,28936,41.4,103.2
27081,Lincoln County,Minnesota,5594,45.0,102.0
27083,Lyon County,Minnesota,25498,37.3,96.0
27085,McLeod County,Minnesota,36771,41.5,101.0
27087,Mahnomen County,Minnesota,5371,35.2,104.1
27089,Marshall County,Minnesota,8961,43.2,102.5
27091,Martin County,Minnesota,19864,44.5,101.9
27093,Meeker County,Minnesota,23422,42.3,105.4
27095,Mille Lacs County,Minnesota,26912,41.2,103.6
27097,Morrison County,Minnesota,34131,42.2,104.0
27099,Mower County,Minnesota,40069,38.9,101.0
27101,Murray County,Minnesota,8119,46.6,100.7
27103,Nicollet County,Minnesota,34350,37.8,101.5
27105,Nobles County,Minnesota,22067,36.3,106.7
27107,Norman County,Minnesota,6411,43.9,106.1
27109,Olmsted County,Minnesota,163425,37.8,96.0
27111,Otter Tail County,Minnesota,60281,46.3,102.2
27113,Pennington County,Minnesota,13877,40.2,100.2
27115,Pine County,Minnesota,29411,45.8,115.6
27117,Pipestone County,Minnesota,9352,39.8,98.3
27119,Polk County,Minnesota,30905,39.5,104.3
27121,Pope County,Minnesota,11363,45.6,105.6
27123,Ramsey County,Minnesota,544438,35.9,96.4
27125,Red Lake County,Minnesota,3922,42.8,107.3
27127,Redwood County,Minnesota,15383,41.1,99.8
27129,Renville County,Minnesota,14587,42.1,103.4
27131,Rice County,Minnesota,67389,37.1,105.4
27133,Rock County,Minnesota,9628,41.1,95.9
27135,Roseau County,Minnesota,15301,42.3,109.8
27137,St. Louis County,Minnesota,200056,41.3,101.4
27139,Scott County,Minnesota,152957,37.3,100.1
27141,Sherburne County,Minnesota,99178,36.9,104.9
27143,Sibley County,Minnesota,14933,42.2,106.1
27145,Stearns County,Minnesota,159358,35.0,102.3
27147,Steele County,Minnesota,37413,40.2,101.7
27149,Stevens County,Minnesota,9686,33.6,112.3
27151,Swift County,Minnesota,9787,43.4,107.5
27153,Todd County,Minnesota,25402,42.8,106.3
27155,Traverse County,Minnesota,3279,45.5,98.6
27157,Wabasha County,Minnesota,21519,44.8,102.4
27159,Wadena County,Minnesota,14135,40.1,99.6
27161,Waseca County,Minnesota,18958,40.4,92.0
27163,Washington County,Minnesota,272298,39.9,99.1
27165,Watonwan County,Minnesota,11169,40.6,102.2
27167,Wilkin County,Minnesota,6413,42.0,112.7
27169,Winona County,Minnesota,49705,36.1,98.8
27171,Wright County,Minnesota,145270,37.4,103.8
27173,Yellow Medicine County,Minnesota,9509,42.0,102.4
28001,Adams County,Mississippi,29098,42.1,93.5
28003,Alcorn County,Mississippi,34500,40.6,95.8
28005,Amite County,Mississippi,12611,48.8,90.2
28007,Attala County,Mississippi,17685,39.6,90.6
28009,Benton County,Mississippi,7592,43.9,98.1
28011,Bolivar County,Mississippi,30163,36.6,88.6
28013,Calhoun County,Mississippi,13029,43.1,99.4
28015,Carroll County,Mississippi,9828,47.7,112.1
28017,Chickasaw County,Mississippi,16994,39.0,96.3
28019,Choctaw County,Mississippi,8172,43.0,95.9
28021,Claiborne County,Mississippi,8908,33.8,92.1
28023,Clarke County,Mississippi,15424,42.6,89.9
28025,Clay County,Mississippi,18462,40.1,88.1
28027,Coahoma County,Mississippi,20808,35.7,87.1
28029,Copiah County,Mississippi,27994,39.8,91.3
28031,Covington County,Mississippi,18226,37.7,101.1
28033,DeSoto County,Mississippi,188598,37.0,93.3
28035,Forrest County,Mississippi,78027,31.8,87.7
28037,Franklin County,Mississippi,7655,42.7,103.6
28039,George County,Mississippi,24870,36.2,101.3
28041,Greene County,Mississippi,13595,40.5,153.9
28043,Grenada County,Mississippi,21342,38.9,92.5
28045,Hancock County,Mississippi,46057,45.7,95.3
28047,Harrison County,Mississippi,209443,38.1,95.6
28049,Hinds County,Mississippi,222494,36.6,88.0
28051,Holmes County,Mississippi,16491,35.8,92.5
28053,Humphreys County,Mississippi,7570,38.4,91.9
28055,Issaquena County,Mississippi,1095,49.5,200.8
28057,Itawamba County,Mississippi,23942,39.4,97.7
28059,Jackson County,Mississippi,144437,39.7,97.2
28061,Jasper County,Mississippi,16211,42.4,98.2
28063,Jefferson County,Mississippi,7127,43.0,93.7
28065,Jefferson Davis County,Mississippi,11183,45.7,89.1
28067,Jones County,Mississippi,66839,37.6,95.6
28069,Kemper County,Mississippi,8855,40.7,102.7
28071,Lafayette County,Mississippi,56920,30.9,91.9
28073,Lamar County,Mississippi,65081,37.5,91.8
28075,Lauderdale County,Mississippi,71984,39.5,93.6
28077,Lawrence County,Mississippi,11883,40.7,94.3
28079,Leake County,Mississippi,21288,40.0,93.5
28081,Lee County,Mississippi,83138,37.7,91.6
28083,Leflore County,Mississippi,27432,34.5,88.0
28085,Lincoln County,Mississippi,34830,41.2,92.2
28087,Lowndes County,Mississippi,58187,37.0,92.3
28089,Madison County,Mississippi,110303,38.5,92.6
28091,Marion County,Mississippi,24303,40.7,91.8
28093,Marshall County,Mississippi,33899,41.8,98.5
28095,Monroe County,Mississippi,33928,41.6,92.6
28097,Montgomery County,Mississippi,9708,42.4,95.8
28099,Neshoba County,Mississippi,28927,37.7,92.1
28101,Newton County,Mississippi,21151,37.8,93.0
28103,Noxubee County,Mississippi,10136,39.9,85.2
28105,Oktibbeha County,Mississippi,51473,25.5,97.3
28107,Panola County,Mississippi,32965,39.7,91.6
28109,Pearl River County,Mississippi,56781,41.1,96.3
28111,Perry County,Mississippi,11459,42.9,99.6
28113,Pike County,Mississippi,39930,37.1,88.6
28115,Pontotoc County,Mississippi,31312,35.7,96.8
28117,Prentiss County,Mississippi,24999,37.9,98.1
28119,Quitman County,Mississippi,5908,41.0,88.8
28121,Rankin County,Mississippi,158218,39.4,93.6
28123,Scott County,Mississippi,27754,37.2,102.3
28125,Sharkey County,Mississippi,3848,36.6,99.2
28127,Simpson County,Mississippi,25817,41.0,94.3
28129,Smith County,Mississippi,14193,42.9,90.8
28131,Stone County,Mississippi,18515,39.3,100.0
28133,Sunflower County,Mississippi,25328,37.6,114.4
28135,Tallahatchie County,Mississippi,12363,38.4,114.2
28137,Tate County,Mississippi,28135,38.5,96.6
28139,Tippah County,Mississippi,21621,39.7,91.7
28141,Tishomingo County,Mississippi,18738,43.5,96.8
28143,Tunica County,Mississippi,9586,34.7,90.2
28145,Union County,Mississippi,28009,38.4,95.6
28147,Walthall County,Mississippi,13864,41.4,95.0
28149,Warren County,Mississippi,43623,40.3,91.9
28151,Washington County,Mississippi,43674,38.3,87.7
28153,Wayne County,Mississippi,19699,39.1,93.5
28155,Webster County,Mississippi,9942,40.3,90.4
28157,Wilkinson County,Mississippi,8376,39.1,118.4
28159,Winston County,Mississippi,17609,42.3,94.0
28161,Yalobusha County,Mississippi,12439,42.4,89.9
28163,Yazoo County,Mississippi,26837,38.4,136.6
29001,Adair County,Missouri,25224,29.8,94.5
29003,Andrew County,Missouri,18086,42.1,100.9
29005,Atchison County,Missouri,5216,47.7,102.4
29007,Audrain County,Missouri,24688,40.3,90.7
29009,Barry County,Missouri,34831,43.0,101.2
29011,Barton County,Missouri,11685,40.6,99.1
29013,Bates County,Missouri,16121,40.8,102.1
29015,Benton County,Missouri,19887,54.4,103.8
29017,Bollinger County,Missouri,10591,44.3,98.6
29019,Boone County,Missouri,185874,32.2,94.1
29021,Buchanan County,Missouri,83855,38.9,102.6
29023,Butler County,Missouri,42166,40.5,95.1
29025,Caldwell County,Missouri,8890,42.7,103.7
29027,Callaway County,Missouri,44541,39.3,107.1
29029,Camden County,Missouri,43416,53.0,98.7
29031,Cape Girardeau County,Missouri,82180,37.0,95.5
29033,Carroll County,Missouri,8459,43.7,99.3
29035,Carter County,Missouri,5269,39.6,94.1
29037,Cass County,Missouri,109393,40.1,96.3
29039,Cedar County,Missouri,14440,44.5,104.6
29041,Chariton County,Missouri,7406,45.2,100.1
29043,Christian County,Missouri,91229,39.3,95.7
29045,Clark County,Missouri,6680,43.5,104.4
29047,Clay County,Missouri,255566,37.6,97.7
29049,Clinton County,Missouri,21259,42.1,99.9
29051,Cole County,Missouri,76924,39.7,102.1
29053,Cooper County,Missouri,16835,39.9,100.8
29055,Crawford County,Missouri,22890,42.3,99.1
29057,Dade County,Missouri,7627,46.7,103.5
29059,Dallas County,Missouri,17344,42.5,96.4
29061,Daviess County,Missouri,8449,40.6,100.8
29063,DeKalb County,Missouri,11176,42.3,138.3
29065,Dent County,Missouri,14506,43.8,99.6
29067,Douglas County,Missouri,11850,46.6,102.9
29069,Dunklin County,Missouri,27795,39.5,91.7
29071,Franklin County,Missouri,105316,41.4,99.7
29073,Gasconade County,Missouri,14774,46.3,103.3
29075,Gentry County,Missouri,6224,40.5,94.3
29077,Greene County,Missouri,301121,36.4,95.9
29079,Grundy County,Missouri,9822,39.7,95.9
29081,Harrison County,Missouri,8198,40.9,99.5
29083,Henry County,Missouri,22194,44.1,97.2
29085,Hickory County,Missouri,8501,55.2,102.2
29087,Holt County,Missouri,4254,47.8,98.9
29089,Howard County,Missouri,10141,38.3,98.1
29091,Howell County,Missouri,40168,40.1,95.1
29093,Iron County,Missouri,9482,45.3,99.0
29095,Jackson County,Missouri,717021,36.9,94.5
29097,Jasper County,Missouri,123532,36.6,96.5
29099,Jefferson County,Missouri,228227,40.2,99.9
29101,Johnson County,Missouri,54331,31.3,104.7
29103,Knox County,Missouri,3760,39.8,103.5
29105,Laclede County,Missouri,36245,39.6,100.5
29107,Lafayette County,Missouri,32974,40.9,100.3
29109,Lawrence County,Missouri,38392,39.0,101.3
29111,Lewis County,Missouri,9945,38.2,105.3
29113,Lincoln County,Missouri,61636,37.5,101.6
29115,Linn County,Missouri,11850,42.4,96.3
29117,Livingston County,Missouri,14330,39.9,81.2
29119,McDonald County,Missouri,23492,38.1,105.2
29121,Macon County,Missouri,15163,42.9,97.0
29123,Madison County,Missouri,12665,41.4,101.2
29125,Maries County,Missouri,8435,45.4,100.3
29127,Marion County,Missouri,28493,39.4,94.6
29129,Mercer County,Missouri,3501,40.8,97.7
29131,Miller County,Missouri,25081,40.8,100.2
29133,Mississippi County,Missouri,12079,42.2,112.4
29135,Moniteau County,Missouri,15303,38.0,107.0
29137,Monroe County,Missouri,8672,45.8,105.2
29139,Montgomery County,Missouri,11422,43.8,102.3
29141,Morgan County,Missouri,21430,45.4,102.2
29143,New Madrid County,Missouri,16041,41.8,91.0
29145,Newton County,Missouri,59490,40.2,99.2
29147,Nodaway County,Missouri,20959,33.9,98.0
29149,Oregon County,Missouri,8704,44.6,98.3
29151,Osage County,Missouri,13379,40.8,105.9
29153,Ozark County,Missouri,8773,51.9,101.6
29155,Pemiscot County,Missouri,15232,38.9,89.9
29157,Perry County,Missouri,18947,41.6,99.0
29159,Pettis County,Missouri,43205,37.9,100.9
29161,Phelps County,Missouri,44948,36.2,108.9
29163,Pike County,Missouri,17623,39.7,115.9
29165,Platte County,Missouri,108751,38.7,98.3
29167,Polk County,Missouri,32109,38.9,95.8
29169,Pulaski County,Missouri,53850,27.5,121.9
29171,Putnam County,Missouri,4675,45.6,104.8
29173,Ralls County,Missouri,10394,45.8,104.6
29175,Randolph County,Missouri,24524,40.1,108.1
29177,Ray County,Missouri,23149,42.2,102.0
29179,Reynolds County,Missouri,6058,46.1,110.4
29181,Ripley County,Missouri,10755,41.4,99.0
29183,St. Charles County,Missouri,409830,39.6,97.8
29185,St. Clair County,Missouri,9451,47.2,103.1
29186,Ste. Genevieve County,Missouri,18551,43.2,105.7
29187,St. Francois County,Missouri,66864,39.2,111.3
29189,St. Louis County,Missouri,996618,40.2,91.7
29195,Saline County,Missouri,23177,35.4,103.2
29197,Schuyler County,Missouri,4044,38.8,97.9
29199,Scotland County,Missouri,4698,36.3,96.7
29201,Scott County,Missouri,37967,39.4,93.6
29203,Shannon County,Missouri,7137,45.5,103.8
29205,Shelby County,Missouri,6011,43.6,102.4
29207,Stoddard County,Missouri,28547,41.9,97.4
29209,Stone County,Missouri,31697,54.4,98.4
29211,Sullivan County,Missouri,5903,44.2,101.6
29213,Taney County,Missouri,56382,42.0,94.1
29215,Texas County,Missouri,24956,42.8,112.7
29217,Vernon County,Missouri,19713,41.7,96.4
29219,Warren County,Missouri,36467,40.8,100.1
29221,Washington County,Missouri,23483,40.2,107.7
29223,Wayne County,Missouri,10942,48.2,101.7
29225,Webster County,Missouri,39868,36.9,102.3
29227,Worth County,Missouri,1956,49.0,103.1
29229,Wright County,Missouri,18722,41.2,98.4
29510,St. Louis city,Missouri,293109,36.6,94.2
30001,Beaverhead County,Montana,9590,43.4,106.2
30003,Big Horn County,Montana,12963,32.3,96.8
30005,Blaine County,Montana,6997,33.9,99.6
30007,Broadwater County,Montana,7310,46.2,107.7
30009,Carbon County,Montana,10877,50.5,103.8
30011,Carter County,Montana,1361,56.7,106.2
30013,Cascade County,Montana,84601,38.3,103.9
30015,Chouteau County,Montana,5888,42.9,99.1
30017,Custer County,Montana,11938,42.6,102.2
30019,Daniels County,Montana,1524,48.7,106.8
30021,Dawson County,Montana,8874,43.5,111.0
30023,Deer Lodge County,Montana,9512,49.6,113.7
30025,Fallon County,Montana,2817,37.2,96.4
30027,Fergus County,Montana,11581,45.3,105.1
30029,Flathead County,Montana,108445,42.1,100.2
30031,Gallatin County,Montana,122194,33.8,109.8
30033,Garfield County,Montana,938,43.9,99.2
30035,Glacier County,Montana,13713,34.2,96.5
30037,Golden Valley County,Montana,840,54.8,105.4
30039,Granite County,Montana,3419,53.9,104.6
30041,Hill County,Montana,16260,34.0,103.9
30043,Jefferson County,Montana,12501,47.3,102.8
30045,Judith Basin County,Montana,2053,50.9,118.2
30047,Lake County,Montana,32073,43.8,98.1
30049,Lewis and Clark County,Montana,72580,41.3,99.0
30051,Liberty County,Montana,1968,37.5,83.4
30053,Lincoln County,Montana,20656,52.6,101.3
30055,McCone County,Montana,1818,52.4,109.0
30057,Madison County,Montana,8975,54.1,113.0
30059,Meagher County,Montana,1979,59.9,115.3
30061,Mineral County,Montana,4796,50.1,112.2
30063,Missoula County,Montana,119639,37.0,101.0
30065,Musselshell County,Montana,5068,51.3,106.5
30067,Park County,Montana,17484,46.2,101.5
30069,Petroleum County,Montana,401,51.5,130.5
30071,Phillips County,Montana,4224,44.9,113.9
30073,Pondera County,Montana,6012,41.2,101.3
30075,Powder River County,Montana,1762,48.6,100.0
30077,Powell County,Montana,7029,43.3,176.4
30079,Prairie County,Montana,1251,49.1,117.2
30081,Ravalli County,Montana,45807,48.9,100.5
