fips_code,county_name,state_name,pct_households_limited_english_proficiency
13081,Crisp County,Georgia,1.3
13083,Dade County,Georgia,0.2
13085,Dawson County,Georgia,0.4
13087,Decatur County,Georgia,1.0
13089,DeKalb County,Georgia,4.4
13091,Dodge County,Georgia,0.0
13093,Dooly County,Georgia,0.1
13095,Dougherty County,Georgia,0.8
13097,Douglas County,Georgia,2.1
13099,Early County,Georgia,0.0
13101,Echols County,Georgia,6.8
13103,Effingham County,Georgia,0.6
13105,Elbert County,Georgia,3.6
13107,Emanuel County,Georgia,0.8
13109,Evans County,Georgia,3.5
13111,Fannin County,Georgia,0.1
13113,Fayette County,Georgia,1.8
13115,Floyd County,Georgia,2.2
13117,Forsyth County,Georgia,3.2
13119,Franklin County,Georgia,1.9
13121,Fulton County,Georgia,2.6
13123,Gilmer County,Georgia,0.8
13125,Glascock County,Georgia,0.0
13127,Glynn County,Georgia,2.0
13129,Gordon County,Georgia,3.9
13131,Grady County,Georgia,1.8
13133,Greene County,Georgia,0.3
13135,Gwinnett County,Georgia,9.5
13137,Habersham County,Georgia,2.1
13139,Hall County,Georgia,4.9
13141,Hancock County,Georgia,0.0
13143,Haralson County,Georgia,0.0
13145,Harris County,Georgia,0.2
13147,Hart County,Georgia,1.7
13149,Heard County,Georgia,0.0
13151,Henry County,Georgia,1.6
13153,Houston County,Georgia,1.2
13155,Irwin County,Georgia,0.0
13157,Jackson County,Georgia,1.2
13159,Jasper County,Georgia,0.6
13161,Jeff Davis County,Georgia,2.0
13163,Jefferson County,Georgia,1.0
13165,Jenkins County,Georgia,0.0
13167,Johnson County,Georgia,0.0
13169,Jones County,Georgia,0.2
13171,Lamar County,Georgia,0.0
13173,Lanier County,Georgia,0.9
13175,Laurens County,Georgia,0.4
13177,Lee County,Georgia,0.0
13179,Liberty County,Georgia,2.0
13181,Lincoln County,Georgia,0.0
13183,Long County,Georgia,3.3
13185,Lowndes County,Georgia,1.1
13187,Lumpkin County,Georgia,1.2
13189,McDuffie County,Georgia,0.0
13191,McIntosh County,Georgia,0.0
13193,Macon County,Georgia,1.5
13195,Madison County,Georgia,1.8
13197,Marion County,Georgia,0.8
13199,Meriwether County,Georgia,0.1
13201,Miller County,Georgia,1.0
13205,Mitchell County,Georgia,0.6
13207,Monroe County,Georgia,0.0
13209,Montgomery County,Georgia,2.3
13211,Morgan County,Georgia,0.4
13213,Murray County,Georgia,1.4
13215,Muscogee County,Georgia,1.1
13217,Newton County,Georgia,0.9
13219,Oconee County,Georgia,1.0
13221,Oglethorpe County,Georgia,1.2
13223,Paulding County,Georgia,0.8
13225,Peach County,Georgia,1.6
13227,Pickens County,Georgia,0.4
13229,Pierce County,Georgia,0.1
13231,Pike County,Georgia,0.0
13233,Polk County,Georgia,2.2
13235,Pulaski County,Georgia,1.6
13237,Putnam County,Georgia,0.8
13239,Quitman County,Georgia,0.6
13241,Rabun County,Georgia,0.8
13243,Randolph County,Georgia,0.0
13245,Richmond County,Georgia,1.1
13247,Rockdale County,Georgia,2.8
13249,Schley County,Georgia,0.0
13251,Screven County,Georgia,0.4
13253,Seminole County,Georgia,0.6
13255,Spalding County,Georgia,1.7
13257,Stephens County,Georgia,0.6
13259,Stewart County,Georgia,0.0
13261,Sumter County,Georgia,0.9
13263,Talbot County,Georgia,0.0
13265,Taliaferro County,Georgia,0.0
13267,Tattnall County,Georgia,1.7
13269,Taylor County,Georgia,1.5
13271,Telfair County,Georgia,0.0
13273,Terrell County,Georgia,1.0
13275,Thomas County,Georgia,0.7
13277,Tift County,Georgia,2.7
13279,Toombs County,Georgia,3.3
13281,Towns County,Georgia,0.0
13283,Treutlen County,Georgia,0.0
13285,Troup County,Georgia,1.7
13287,Turner County,Georgia,3.9
13289,Twiggs County,Georgia,0.1
13291,Union County,Georgia,0.5
13293,Upson County,Georgia,0.3
13295,Walker County,Georgia,0.5
13297,Walton County,Georgia,0.8
13299,Ware County,Georgia,1.7
13301,Warren County,Georgia,0.0
13303,Washington County,Georgia,0.4
13305,Wayne County,Georgia,0.7
13307,Webster County,Georgia,2.0
13309,Wheeler County,Georgia,0.3
13311,White County,Georgia,1.0
13313,Whitfield County,Georgia,6.5
13315,Wilcox County,Georgia,1.0
13317,Wilkes County,Georgia,0.9
13319,Wilkinson County,Georgia,1.1
13321,Worth County,Georgia,1.4
15001,Hawaii County,Hawaii,3.8
15003,Honolulu County,Hawaii,6.1
15005,Kalawao County,Hawaii,0.0
15007,Kauai County,Hawaii,3.1
15009,Maui County,Hawaii,3.8
16001,Ada County,Idaho,1.4
16003,Adams County,Idaho,0.0
16005,Bannock County,Idaho,0.8
16007,Bear Lake County,Idaho,1.3
16009,Benewah County,Idaho,0.8
16011,Bingham County,Idaho,1.8
16013,Blaine County,Idaho,4.0
16015,Boise County,Idaho,0.0
16017,Bonner County,Idaho,0.3
16019,Bonneville County,Idaho,1.3
16021,Boundary County,Idaho,0.0
16023,Butte County,Idaho,3.0
16025,Camas County,Idaho,0.6
16027,Canyon County,Idaho,3.3
16029,Caribou County,Idaho,0.2
16031,Cassia County,Idaho,6.2
16033,Clark County,Idaho,23.4
16035,Clearwater County,Idaho,0.8
16037,Custer County,Idaho,0.0
16039,Elmore County,Idaho,2.2
16041,Franklin County,Idaho,1.1
16043,Fremont County,Idaho,2.5
16045,Gem County,Idaho,0.4
16047,Gooding County,Idaho,6.2
16049,Idaho County,Idaho,0.6
16051,Jefferson County,Idaho,0.8
16053,Jerome County,Idaho,9.1
16055,Kootenai County,Idaho,0.3
16057,Latah County,Idaho,0.3
16059,Lemhi County,Idaho,0.5
16061,Lewis County,Idaho,0.8
16063,Lincoln County,Idaho,3.2
16065,Madison County,Idaho,0.6
16067,Minidoka County,Idaho,4.9
16069,Nez Perce County,Idaho,0.8
16071,Oneida County,Idaho,0.2
16073,Owyhee County,Idaho,7.6
16075,Payette County,Idaho,1.7
16077,Power County,Idaho,7.8
16079,Shoshone County,Idaho,0.8
16081,Teton County,Idaho,2.2
16083,Twin Falls County,Idaho,2.8
16085,Valley County,Idaho,0.0
16087,Washington County,Idaho,5.6
17001,Adams County,Illinois,0.3
17003,Alexander County,Illinois,0.0
17005,Bond County,Illinois,0.0
17007,Boone County,Illinois,3.1
17009,Brown County,Illinois,0.1
17011,Bureau County,Illinois,0.8
17013,Calhoun County,Illinois,0.0
17015,Carroll County,Illinois,0.2
17017,Cass County,Illinois,7.8
17019,Champaign County,Illinois,5.3
17021,Christian County,Illinois,0.1
17023,Clark County,Illinois,0.2
17025,Clay County,Illinois,0.2
17027,Clinton County,Illinois,0.9
17029,Coles County,Illinois,0.6
17031,Cook County,Illinois,7.2
17033,Crawford County,Illinois,0.1
17035,Cumberland County,Illinois,0.4
17037,DeKalb County,Illinois,2.5
17039,De Witt County,Illinois,0.1
17041,Douglas County,Illinois,2.8
17043,DuPage County,Illinois,4.9
17045,Edgar County,Illinois,0.0
17047,Edwards County,Illinois,1.3
17049,Effingham County,Illinois,0.8
17051,Fayette County,Illinois,0.5
17053,Ford County,Illinois,0.5
17055,Franklin County,Illinois,0.4
17057,Fulton County,Illinois,0.0
17059,Gallatin County,Illinois,0.0
17061,Greene County,Illinois,0.1
17063,Grundy County,Illinois,0.2
17065,Hamilton County,Illinois,0.1
17067,Hancock County,Illinois,0.1
17069,Hardin County,Illinois,0.0
17071,Henderson County,Illinois,0.0
17073,Henry County,Illinois,0.7
17075,Iroquois County,Illinois,0.9
17077,Jackson County,Illinois,1.5
17079,Jasper County,Illinois,0.0
17081,Jefferson County,Illinois,0.7
17083,Jersey County,Illinois,0.1
17085,Jo Daviess County,Illinois,0.2
17087,Johnson County,Illinois,0.1
17089,Kane County,Illinois,3.9
17091,Kankakee County,Illinois,1.5
17093,Kendall County,Illinois,1.2
17095,Knox County,Illinois,1.3
17097,Lake County,Illinois,5.1
17099,LaSalle County,Illinois,1.4
17101,Lawrence County,Illinois,0.6
17103,Lee County,Illinois,0.9
17105,Livingston County,Illinois,0.5
17107,Logan County,Illinois,0.1
17109,McDonough County,Illinois,1.3
17111,McHenry County,Illinois,1.6
17113,McLean County,Illinois,1.0
17115,Macon County,Illinois,0.5
17117,Macoupin County,Illinois,0.3
17119,Madison County,Illinois,0.6
17121,Marion County,Illinois,0.6
17123,Marshall County,Illinois,0.8
17125,Mason County,Illinois,0.0
17127,Massac County,Illinois,0.5
17129,Menard County,Illinois,0.0
17131,Mercer County,Illinois,0.4
17133,Monroe County,Illinois,0.0
17135,Montgomery County,Illinois,0.2
17137,Morgan County,Illinois,0.1
17139,Moultrie County,Illinois,0.4
17141,Ogle County,Illinois,1.5
17143,Peoria County,Illinois,1.2
17145,Perry County,Illinois,0.8
17147,Piatt County,Illinois,0.1
17149,Pike County,Illinois,0.2
17151,Pope County,Illinois,0.4
17153,Pulaski County,Illinois,0.7
17155,Putnam County,Illinois,0.5
17157,Randolph County,Illinois,0.7
17159,Richland County,Illinois,0.2
17161,Rock Island County,Illinois,2.6
17163,St. Clair County,Illinois,0.4
17165,Saline County,Illinois,0.4
17167,Sangamon County,Illinois,0.5
17169,Schuyler County,Illinois,0.7
17171,Scott County,Illinois,0.0
17173,Shelby County,Illinois,0.0
17175,Stark County,Illinois,0.0
17177,Stephenson County,Illinois,0.4
17179,Tazewell County,Illinois,0.2
17181,Union County,Illinois,0.0
17183,Vermilion County,Illinois,0.9
17185,Wabash County,Illinois,0.2
17187,Warren County,Illinois,3.0
17189,Washington County,Illinois,0.4
17191,Wayne County,Illinois,0.5
17193,White County,Illinois,0.1
17195,Whiteside County,Illinois,0.8
17197,Will County,Illinois,3.0
17199,Williamson County,Illinois,0.3
17201,Winnebago County,Illinois,2.3
17203,Woodford County,Illinois,0.3
18001,Adams County,Indiana,3.2
18003,Allen County,Indiana,2.5
18005,Bartholomew County,Indiana,2.1
18007,Benton County,Indiana,1.3
18009,Blackford County,Indiana,0.0
18011,Boone County,Indiana,0.7
18013,Brown County,Indiana,0.5
18015,Carroll County,Indiana,0.2
18017,Cass County,Indiana,3.5
18019,Clark County,Indiana,1.0
18021,Clay County,Indiana,0.0
18023,Clinton County,Indiana,3.1
18025,Crawford County,Indiana,0.2
18027,Daviess County,Indiana,2.3
18029,Dearborn County,Indiana,0.2
18031,Decatur County,Indiana,0.0
18033,DeKalb County,Indiana,0.3
18035,Delaware County,Indiana,0.5
18037,Dubois County,Indiana,2.7
18039,Elkhart County,Indiana,4.7
18041,Fayette County,Indiana,0.5
18043,Floyd County,Indiana,0.5
18045,Fountain County,Indiana,0.6
18047,Franklin County,Indiana,0.5
18049,Fulton County,Indiana,0.5
18051,Gibson County,Indiana,0.7
18053,Grant County,Indiana,0.4
18055,Greene County,Indiana,0.2
18057,Hamilton County,Indiana,2.3
18059,Hancock County,Indiana,0.8
18061,Harrison County,Indiana,0.5
18063,Hendricks County,Indiana,0.7
18065,Henry County,Indiana,0.3
18067,Howard County,Indiana,0.7
18069,Huntington County,Indiana,0.6
18071,Jackson County,Indiana,5.3
18073,Jasper County,Indiana,0.6
18075,Jay County,Indiana,0.5
18077,Jefferson County,Indiana,0.5
18079,Jennings County,Indiana,0.0
18081,Johnson County,Indiana,1.1
18083,Knox County,Indiana,2.1
18085,Kosciusko County,Indiana,1.7
18087,LaGrange County,Indiana,6.0
18089,Lake County,Indiana,2.1
18091,LaPorte County,Indiana,0.8
18093,Lawrence County,Indiana,0.4
18095,Madison County,Indiana,0.4
18097,Marion County,Indiana,4.0
18099,Marshall County,Indiana,1.4
18101,Martin County,Indiana,0.0
18103,Miami County,Indiana,0.1
18105,Monroe County,Indiana,2.3
18107,Montgomery County,Indiana,0.8
18109,Morgan County,Indiana,0.3
18111,Newton County,Indiana,0.4
18113,Noble County,Indiana,1.9
18115,Ohio County,Indiana,0.0
18117,Orange County,Indiana,0.1
18119,Owen County,Indiana,0.4
18121,Parke County,Indiana,1.7
18123,Perry County,Indiana,0.2
18125,Pike County,Indiana,0.0
18127,Porter County,Indiana,0.9
18129,Posey County,Indiana,0.0
18131,Pulaski County,Indiana,0.6
18133,Putnam County,Indiana,0.5
18135,Randolph County,Indiana,1.1
18137,Ripley County,Indiana,0.3
18139,Rush County,Indiana,0.0
