fips_code,county_name,state_name,mean_zhvi_home_value
17085,Jo Daviess County,Illinois,205734.37400610547
17087,Johnson County,Illinois,158305.7829703895
17089,Kane County,Illinois,310520.8142179371
17091,Kankakee County,Illinois,186799.11353709514
17093,Kendall County,Illinois,324308.5273047591
17095,Knox County,Illinois,93333.0049610361
17097,Lake County,Illinois,323182.0007626698
17099,LaSalle County,Illinois,153019.0540684498
17101,Lawrence County,Illinois,78952.8774513014
17103,Lee County,Illinois,146907.36622111607
17105,Livingston County,Illinois,130114.77570541028
17107,Logan County,Illinois,115977.80265843209
17109,McDonough County,Illinois,89549.80615146602
17111,McHenry County,Illinois,300814.8836552957
17113,McLean County,Illinois,213365.8963911892
17115,Macon County,Illinois,100537.99248789606
17117,Macoupin County,Illinois,119783.04851850246
17119,Madison County,Illinois,163858.23744722095
17121,Marion County,Illinois,99173.22535045038
17123,Marshall County,Illinois,110278.24535143655
17125,Mason County,Illinois,84540.9704903517
17127,Massac County,Illinois,102163.1099830494
17129,Menard County,Illinois,174412.057960297
17131,Mercer County,Illinois,143603.98313220972
17133,Monroe County,Illinois,271452.6087078713
17135,Montgomery County,Illinois,107140.26574734905
17137,Morgan County,Illinois,112054.18502449956
17139,Moultrie County,Illinois,134616.85866932655
17141,Ogle County,Illinois,193419.82362354433
17143,Peoria County,Illinois,125048.96955329728
17145,Perry County,Illinois,95618.95705616579
17147,Piatt County,Illinois,182331.11613317547
17149,Pike County,Illinois,87855.42584844748
17151,Pope County,Illinois,151590.66204130134
17153,Pulaski County,Illinois,78073.85040427271
17155,Putnam County,Illinois,160690.10125903945
17157,Randolph County,Illinois,122675.83527206974
17159,Richland County,Illinois,119194.00892773422
17161,Rock Island County,Illinois,140237.21447423028
17163,St. Clair County,Illinois,158533.19470317365
17165,Saline County,Illinois,82466.39363382703
17167,Sangamon County,Illinois,163199.983070449
17169,Schuyler County,Illinois,142515.3732500439
17171,Scott County,Illinois,82415.39416452438
17173,Shelby County,Illinois,137581.09289122876
17175,Stark County,Illinois,121219.60845495062
17177,Stephenson County,Illinois,127803.28347629441
17179,Tazewell County,Illinois,146631.12428963682
17181,Union County,Illinois,126974.1912499069
17183,Vermilion County,Illinois,82530.43818909749
17185,Wabash County,Illinois,113322.78117012187
17187,Warren County,Illinois,95889.90680944074
17189,Washington County,Illinois,137903.14215518342
17191,Wayne County,Illinois,114228.57850206975
17193,White County,Illinois,91165.69072011269
17195,Whiteside County,Illinois,118643.89035360207
17197,Will County,Illinois,312618.6021102436
17199,Williamson County,Illinois,135458.35868904533
17201,Winnebago County,Illinois,156173.5525229945
17203,Woodford County,Illinois,194294.39391339116
18001,Adams County,Indiana,199938.23250486833
18003,Allen County,Indiana,216235.17546269516
18005,Bartholomew County,Indiana,239801.0622303834
18007,Benton County,Indiana,156620.80941575646
18009,Blackford County,Indiana,109495.330275846
18011,Boone County,Indiana,375384.6842872387
18013,Brown County,Indiana,323366.18098380574
18015,Carroll County,Indiana,195006.24886798198
18017,Cass County,Indiana,139186.2002865945
18019,Clark County,Indiana,233852.92162455604
18021,Clay County,Indiana,153771.26984627158
18023,Clinton County,Indiana,181300.28857979717
18025,Crawford County,Indiana,144249.78917455333
18027,Daviess County,Indiana,200791.98790687777
18029,Dearborn County,Indiana,281878.49952656974
18031,Decatur County,Indiana,212723.73158772304
18033,DeKalb County,Indiana,207961.90375583945
18035,Delaware County,Indiana,137886.0089167138
18037,Dubois County,Indiana,221785.26901761806
18039,Elkhart County,Indiana,226736.39700704024
18041,Fayette County,Indiana,135059.3144100633
18043,Floyd County,Indiana,249087.05486320166
18045,Fountain County,Indiana,160674.42053099143
18047,Franklin County,Indiana,260277.49527093954
18049,Fulton County,Indiana,174810.5141337855
18051,Gibson County,Indiana,176685.04736105478
18053,Grant County,Indiana,123740.75452864148
18055,Greene County,Indiana,171521.1489402422
18057,Hamilton County,Indiana,416665.0796555372
18059,Hancock County,Indiana,293484.8015827216
18061,Harrison County,Indiana,229331.1983292265
18063,Hendricks County,Indiana,313859.8445999487
18065,Henry County,Indiana,154854.54084405716
18067,Howard County,Indiana,154936.5986500196
18069,Huntington County,Indiana,174147.73175276708
18071,Jackson County,Indiana,200653.36065214555
18073,Jasper County,Indiana,244793.38568290882
18075,Jay County,Indiana,132338.55894304003
18077,Jefferson County,Indiana,198034.47420859945
18079,Jennings County,Indiana,188027.59743289617
18081,Johnson County,Indiana,283355.6820215083
18083,Knox County,Indiana,130493.91338048976
18085,Kosciusko County,Indiana,251037.07696383726
18087,LaGrange County,Indiana,303168.5587135683
18089,Lake County,Indiana,219885.09963187765
18091,LaPorte County,Indiana,217601.9140648817
18093,Lawrence County,Indiana,181195.16798105018
18095,Madison County,Indiana,158916.460208166
18097,Marion County,Indiana,215213.47954014517
18099,Marshall County,Indiana,220308.03150789542
18101,Martin County,Indiana,171047.17284367981
18103,Miami County,Indiana,132945.9752252435
18105,Monroe County,Indiana,286005.2748448676
18107,Montgomery County,Indiana,189994.82399755096
18109,Morgan County,Indiana,265380.7962138578
18111,Newton County,Indiana,190097.50364772978
18113,Noble County,Indiana,211434.39300300402
18115,Ohio County,Indiana,245232.73708441274
18117,Orange County,Indiana,162278.60401932892
18119,Owen County,Indiana,203728.67383053002
18121,Parke County,Indiana,174425.70120894132
18123,Perry County,Indiana,160917.95254525007
18125,Pike County,Indiana,153783.62990140668
18127,Porter County,Indiana,293827.391777616
18129,Posey County,Indiana,205035.19825229642
18131,Pulaski County,Indiana,159175.58409485783
18133,Putnam County,Indiana,230423.0655529925
18135,Randolph County,Indiana,129314.08698091326
18137,Ripley County,Indiana,243770.31201725313
18139,Rush County,Indiana,173880.65286533404
18141,St. Joseph County,Indiana,190284.71474472454
18143,Scott County,Indiana,175552.79571516204
18145,Shelby County,Indiana,213235.56840022944
18147,Spencer County,Indiana,204701.10726738485
18149,Starke County,Indiana,183155.26168978866
18151,Steuben County,Indiana,277601.7856123667
18153,Sullivan County,Indiana,139410.1334594765
18155,Switzerland County,Indiana,205545.1636245019
18157,Tippecanoe County,Indiana,250873.99501999802
18159,Tipton County,Indiana,201239.40201978144
18161,Union County,Indiana,187228.59491886373
18163,Vanderburgh County,Indiana,170577.79394656813
18165,Vermillion County,Indiana,118267.33353171601
18167,Vigo County,Indiana,136746.9224124421
18169,Wabash County,Indiana,159502.01861614102
18171,Warren County,Indiana,200801.84514370223
18173,Warrick County,Indiana,250156.66999354775
18175,Washington County,Indiana,192514.7037484016
18177,Wayne County,Indiana,140715.12492355917
18179,Wells County,Indiana,205865.205376261
18181,White County,Indiana,189470.40925278643
18183,Whitley County,Indiana,241158.85372034393
19001,Adair County,Iowa,161315.73487280073
19003,Adams County,Iowa,143267.36636498288
19005,Allamakee County,Iowa,202808.52544828205
19007,Appanoose County,Iowa,105642.19038781199
19009,Audubon County,Iowa,131084.78615770154
19011,Benton County,Iowa,205470.19203158247
19013,Black Hawk County,Iowa,164429.75850394124
19015,Boone County,Iowa,200651.39463443062
19017,Bremer County,Iowa,224582.9620334697
19019,Buchanan County,Iowa,189268.21939589016
19021,Buena Vista County,Iowa,169515.9609668914
19023,Butler County,Iowa,174163.679962454
19025,Calhoun County,Iowa,128841.55803732762
19027,Carroll County,Iowa,182542.6004608034
19029,Cass County,Iowa,132668.8527110445
19031,Cedar County,Iowa,216491.23601543717
19033,Cerro Gordo County,Iowa,177589.00090744696
19035,Cherokee County,Iowa,145069.48663043056
19037,Chickasaw County,Iowa,184154.42650668183
19039,Clarke County,Iowa,166872.7658005232
19041,Clay County,Iowa,174181.43123548522
19043,Clayton County,Iowa,174547.65163436078
19045,Clinton County,Iowa,159057.61786073688
19047,Crawford County,Iowa,144074.52461131228
19049,Dallas County,Iowa,335301.1734627838
19051,Davis County,Iowa,200069.70040869658
19053,Decatur County,Iowa,134937.3728181289
19055,Delaware County,Iowa,214623.8026534701
19057,Des Moines County,Iowa,130918.70012666984
19059,Dickinson County,Iowa,351848.9493177145
19061,Dubuque County,Iowa,235510.72202421885
19063,Emmet County,Iowa,116239.2456785835
19065,Fayette County,Iowa,136353.12240889677
19067,Floyd County,Iowa,140987.83246625986
19069,Franklin County,Iowa,139411.25044834055
19071,Fremont County,Iowa,151936.84832997055
19073,Greene County,Iowa,133197.01027136922
19075,Grundy County,Iowa,186526.98162463144
19077,Guthrie County,Iowa,228318.6238977702
19079,Hamilton County,Iowa,142519.33214024195
19081,Hancock County,Iowa,165365.84038070144
19083,Hardin County,Iowa,128400.75637682636
19085,Harrison County,Iowa,196083.58160854565
19087,Henry County,Iowa,163863.7993901045
19089,Howard County,Iowa,165515.43912010518
19091,Humboldt County,Iowa,148009.18557082696
19093,Ida County,Iowa,134737.63189911103
19095,Iowa County,Iowa,200880.74378007048
19097,Jackson County,Iowa,200810.3896229919
19099,Jasper County,Iowa,192385.75571839514
19101,Jefferson County,Iowa,162065.64066006636
19103,Johnson County,Iowa,276336.6193700776
19105,Jones County,Iowa,201296.78250803248
19107,Keokuk County,Iowa,130048.894947219
19109,Kossuth County,Iowa,146505.06330430237
19111,Lee County,Iowa,109941.87733638758
19113,Linn County,Iowa,204876.69413901746
19115,Louisa County,Iowa,149611.39654451745
19117,Lucas County,Iowa,163420.38304174022
19119,Lyon County,Iowa,205672.33222253597
19121,Madison County,Iowa,292263.4126103649
19123,Mahaska County,Iowa,165066.12596937327
19125,Marion County,Iowa,231222.85629023565
19127,Marshall County,Iowa,148611.6423872193
19129,Mills County,Iowa,257196.68114711158
19131,Mitchell County,Iowa,180721.39361344048
19133,Monona County,Iowa,136498.50618866496
19135,Monroe County,Iowa,152449.3610311535
19137,Montgomery County,Iowa,118979.20388844532
19139,Muscatine County,Iowa,176476.10223765252
19141,O'Brien County,Iowa,151083.20145975516
19143,Osceola County,Iowa,141162.68116271272
19145,Page County,Iowa,129148.20379555016
19147,Palo Alto County,Iowa,140233.15385575182
19149,Plymouth County,Iowa,243204.1796465508
19151,Pocahontas County,Iowa,100836.97723662511
19153,Polk County,Iowa,252967.3716629881
19155,Pottawattamie County,Iowa,199761.32768891673
19157,Poweshiek County,Iowa,196782.70583587358
19159,Ringgold County,Iowa,156061.00781908524
19161,Sac County,Iowa,142711.63382908938
19163,Scott County,Iowa,206103.46023572414
19165,Shelby County,Iowa,177969.0246436234
19167,Sioux County,Iowa,260624.64150806822
19169,Story County,Iowa,246991.59098154973
19171,Tama County,Iowa,151470.3603325469
19173,Taylor County,Iowa,118975.95394806193
19175,Union County,Iowa,132463.29785379328
19177,Van Buren County,Iowa,134237.7225551326
19179,Wapello County,Iowa,111936.19755443548
19181,Warren County,Iowa,289643.0160061435
19183,Washington County,Iowa,198251.25123644058
19185,Wayne County,Iowa,122776.79857681422
19187,Webster County,Iowa,128383.48560276076
19189,Winnebago County,Iowa,137818.83737443743
19191,Winneshiek County,Iowa,268254.98908585554
19193,Woodbury County,Iowa,177115.7743163976
19195,Worth County,Iowa,161069.51928017466
19197,Wright County,Iowa,119987.72093248183
20001,Allen County,Kansas,89934.00094775706
20003,Anderson County,Kansas,155647.95441191216
20005,Atchison County,Kansas,146457.16251698547
20007,Barber County,Kansas,65178.3302470095
20009,Barton County,Kansas,96718.92860566544
20011,Bourbon County,Kansas,109034.15700045023
20013,Brown County,Kansas,118794.74514155091
20015,Butler County,Kansas,221685.99496726363
20017,Chase County,Kansas,137249.2510745681
20019,Chautauqua County,Kansas,71979.51104338768
20021,Cherokee County,Kansas,101630.24201609405
20023,Cheyenne County,Kansas,124076.6558986159
20025,Clark County,Kansas,78536.52514925467
20027,Clay County,Kansas,130095.48073561281
20029,Cloud County,Kansas,92647.06137015607
20031,Coffey County,Kansas,160048.48284537505
20033,Comanche County,Kansas,74103.05846779388
20035,Cowley County,Kansas,104261.12564825096
20037,Crawford County,Kansas,112777.69899197375
20039,Decatur County,Kansas,85123.88664967955
20041,Dickinson County,Kansas,144808.3461796115
20043,Doniphan County,Kansas,129557.54213124955
20045,Douglas County,Kansas,288531.9501417076
20047,Edwards County,Kansas,75251.53900965255
20049,Elk County,Kansas,68092.11153007076
20051,Ellis County,Kansas,210628.15083223535
20053,Ellsworth County,Kansas,105533.8697884648
20055,Finney County,Kansas,219462.3194659456
20057,Ford County,Kansas,175951.05463542335
20059,Franklin County,Kansas,209317.54829183835
20061,Geary County,Kansas,175556.87490614827
20063,Gove County,Kansas,120556.17417982429
20065,Graham County,Kansas,87269.8437764324
20067,Grant County,Kansas,133540.04535865647
20069,Gray County,Kansas,192674.07732832758
20071,Greeley County,Kansas,131447.67493915412
20073,Greenwood County,Kansas,73206.82269619188
20075,Hamilton County,Kansas,127956.10111836006
20077,Harper County,Kansas,74453.54724145505
20079,Harvey County,Kansas,159338.75643480395
20081,Haskell County,Kansas,152944.03250233398
20083,Hodgeman County,Kansas,118783.50657665923
20085,Jackson County,Kansas,208088.52884402886
20087,Jefferson County,Kansas,230203.28919978664
20089,Jewell County,Kansas,87895.36791432521
20091,Johnson County,Kansas,397883.2871381344
20093,Kearny County,Kansas,175785.73785212604
20095,Kingman County,Kansas,136113.78033466692
20097,Kiowa County,Kansas,126486.49229856978
20099,Labette County,Kansas,80436.67904040657
20101,Lane County,Kansas,91408.72608272811
20103,Leavenworth County,Kansas,295428.96099298453
20105,Lincoln County,Kansas,104629.76475784775
20107,Linn County,Kansas,133637.38740009963
20109,Logan County,Kansas,127594.97993055235
20111,Lyon County,Kansas,152539.5245689966
20113,McPherson County,Kansas,192135.00684958464
20115,Marion County,Kansas,122326.78627887066
20117,Marshall County,Kansas,124243.5275079111
20119,Meade County,Kansas,107717.13805849162
20121,Miami County,Kansas,324918.18046677735
20123,Mitchell County,Kansas,115624.19476584753
20125,Montgomery County,Kansas,81970.01713337873
20127,Morris County,Kansas,145352.81685566623
20129,Morton County,Kansas,96652.11367278155
20131,Nemaha County,Kansas,181206.04946449547
20133,Neosho County,Kansas,93535.30057352596
20135,Ness County,Kansas,78968.20120201928
20137,Norton County,Kansas,91184.98342376348
20139,Osage County,Kansas,177758.8941541762
20141,Osborne County,Kansas,69844.5312277719
20143,Ottawa County,Kansas,141674.73922781955
20145,Pawnee County,Kansas,76500.07695542676
20147,Phillips County,Kansas,94459.7141856734
20149,Pottawatomie County,Kansas,278131.43453615886
20151,Pratt County,Kansas,106106.70151083641
20153,Rawlins County,Kansas,105819.53247338293
20155,Reno County,Kansas,127851.53283330746
20157,Republic County,Kansas,95324.62888357342
20159,Rice County,Kansas,92200.16872828027
20161,Riley County,Kansas,234319.82569734988
20163,Rooks County,Kansas,93882.2814242324
20165,Rush County,Kansas,64865.104112475376
20167,Russell County,Kansas,91021.06797179703
20169,Saline County,Kansas,162151.84417230333
20171,Scott County,Kansas,153376.01167264977
20173,Sedgwick County,Kansas,194854.9327667215
20175,Seward County,Kansas,134815.96944801768
20177,Shawnee County,Kansas,178159.1049439273
20179,Sheridan County,Kansas,178364.06120318852
20181,Sherman County,Kansas,129744.88287300571
20183,Smith County,Kansas,82229.96838246896
20185,Stafford County,Kansas,81227.36286023799
20187,Stanton County,Kansas,127543.66741390974
20189,Stevens County,Kansas,134696.81371513894
20191,Sumner County,Kansas,123745.50591939238
20193,Thomas County,Kansas,154460.04868289363
20195,Trego County,Kansas,117795.83462942805
20197,Wabaunsee County,Kansas,210799.77651414418
20199,Wallace County,Kansas,118632.35576658387
20201,Washington County,Kansas,126426.24256511242
20203,Wichita County,Kansas,136319.03501464665
20205,Wilson County,Kansas,85124.4776190236
20207,Woodson County,Kansas,85020.87699755288
20209,Wyandotte County,Kansas,175218.35659737512
21001,Adair County,Kentucky,141236.2961464033
21003,Allen County,Kentucky,175536.36333265735
21005,Anderson County,Kentucky,213880.03180053772
21007,Ballard County,Kentucky,120202.57035855066
21009,Barren County,Kentucky,183193.2695793861
21011,Bath County,Kentucky,153996.89709151196
21013,Bell County,Kentucky,114421.96987012768
21015,Boone County,Kentucky,296076.05158844363
21017,Bourbon County,Kentucky,209319.76864163624
21019,Boyd County,Kentucky,130288.75769594812
21021,Boyle County,Kentucky,203924.4598025543
21023,Bracken County,Kentucky,161403.02666728818
21025,Breathitt County,Kentucky,80862.76344020735
21027,Breckinridge County,Kentucky,146003.3039808589
21029,Bullitt County,Kentucky,257236.3058185894
21031,Butler County,Kentucky,183122.5987745894
21033,Caldwell County,Kentucky,127931.73652674585
21035,Calloway County,Kentucky,154079.8602442504
21037,Campbell County,Kentucky,247341.52633414787
21039,Carlisle County,Kentucky,112871.20939562343
21041,Carroll County,Kentucky,159426.7173487995
21043,Carter County,Kentucky,132085.67777889772
21045,Casey County,Kentucky,121089.94598516612
21047,Christian County,Kentucky,169128.3519984115
21049,Clark County,Kentucky,217538.072620514
21051,Clay County,Kentucky,108509.04743193935
21053,Clinton County,Kentucky,140432.7053411023
21055,Crittenden County,Kentucky,117107.32547775171
21057,Cumberland County,Kentucky,142963.03266451298
21059,Daviess County,Kentucky,183405.68996333846
21061,Edmonson County,Kentucky,167016.38217041016
21063,Elliott County,Kentucky,133646.96287786015
21065,Estill County,Kentucky,103369.78327894107
21067,Fayette County,Kentucky,282288.1754686042
21069,Fleming County,Kentucky,153674.41562100852
21071,Floyd County,Kentucky,101196.89752940116
21073,Franklin County,Kentucky,202441.78133581442
21075,Fulton County,Kentucky,77343.25693383314
21077,Gallatin County,Kentucky,195343.09647849321
21079,Garrard County,Kentucky,207163.98354338304
21081,Grant County,Kentucky,226238.69005513136
21083,Graves County,Kentucky,141879.38791673607
21085,Grayson County,Kentucky,173207.64792512727
21087,Green County,Kentucky,143283.69024329705
21089,Greenup County,Kentucky,131496.21196304145
21091,Hancock County,Kentucky,162349.59607868656
21093,Hardin County,Kentucky,215086.3560990953
21095,Harlan County,Kentucky,68873.80920459183
21097,Harrison County,Kentucky,169399.99723139047
21099,Hart County,Kentucky,153190.02433692376
21101,Henderson County,Kentucky,173073.08292515844
21103,Henry County,Kentucky,208050.25797728158
21105,Hickman County,Kentucky,128947.58063267711
21107,Hopkins County,Kentucky,143817.06491527756
21109,Jackson County,Kentucky,145528.70885453132
21111,Jefferson County,Kentucky,228758.06865856217
21113,Jessamine County,Kentucky,266662.1984825746
21115,Johnson County,Kentucky,122804.41962330013
21117,Kenton County,Kentucky,244107.80937637843
21119,Knott County,Kentucky,115690.13060394867
21121,Knox County,Kentucky,130556.19713358535
21123,Larue County,Kentucky,194388.4393484057
21125,Laurel County,Kentucky,161750.150143187
21127,Lawrence County,Kentucky,160019.2406041974
21129,Lee County,Kentucky,127222.99350796308
21131,Leslie County,Kentucky,68998.58133593848
21133,Letcher County,Kentucky,93080.67350243127
21135,Lewis County,Kentucky,113498.01907647318
21137,Lincoln County,Kentucky,167788.2808504591
21139,Livingston County,Kentucky,133284.0054916256
21141,Logan County,Kentucky,176742.4558057259
21143,Lyon County,Kentucky,155191.4866090427
21145,McCracken County,Kentucky,163363.25970451089
21147,McCreary County,Kentucky,98955.6898236964
21149,McLean County,Kentucky,120584.38359898217
21151,Madison County,Kentucky,241884.699137378
21153,Magoffin County,Kentucky,123189.16695911286
21155,Marion County,Kentucky,180854.97029321108
21157,Marshall County,Kentucky,148353.53882735994
21159,Martin County,Kentucky,106562.06708168611
21161,Mason County,Kentucky,142984.56433238336
21163,Meade County,Kentucky,221104.0027848862
21165,Menifee County,Kentucky,131876.52935976879
21167,Mercer County,Kentucky,197760.0723559101
21169,Metcalfe County,Kentucky,136935.5736100376
21171,Monroe County,Kentucky,123485.784752908
21173,Montgomery County,Kentucky,187918.87417970362
21175,Morgan County,Kentucky,132287.27156976683
21177,Muhlenberg County,Kentucky,123873.97770146931
21179,Nelson County,Kentucky,228502.68993558755
21181,Nicholas County,Kentucky,144523.66078001217
21183,Ohio County,Kentucky,131307.30567418036
21185,Oldham County,Kentucky,399526.4933008805
21187,Owen County,Kentucky,145741.21843718705
21189,Owsley County,Kentucky,132461.12256838268
21191,Pendleton County,Kentucky,193146.9857148498
21193,Perry County,Kentucky,94479.27021739748
21195,Pike County,Kentucky,93459.1829994711
21197,Powell County,Kentucky,144035.56719798956
21199,Pulaski County,Kentucky,176618.20758158236
21201,Robertson County,Kentucky,158363.1363327845
21203,Rockcastle County,Kentucky,135187.92713140728
21205,Rowan County,Kentucky,146789.80087855374
21207,Russell County,Kentucky,132658.3140535608
21209,Scott County,Kentucky,280572.6587781604
21211,Shelby County,Kentucky,287648.7939063424
21213,Simpson County,Kentucky,220756.76090289257
21215,Spencer County,Kentucky,322691.88599970104
21217,Taylor County,Kentucky,174805.4740974633
21219,Todd County,Kentucky,175477.2624854514
21221,Trigg County,Kentucky,138753.04143562441
21223,Trimble County,Kentucky,190505.4084344255
21225,Union County,Kentucky,119988.0528369763
21227,Warren County,Kentucky,266331.0022189622
21229,Washington County,Kentucky,203712.91095407726
21231,Wayne County,Kentucky,146308.76912187942
21233,Webster County,Kentucky,103859.4870262884
21235,Whitley County,Kentucky,145865.67177377982
21237,Wolfe County,Kentucky,191996.42654903085
21239,Woodford County,Kentucky,289225.1697153009
22001,Acadia Parish,Louisiana,149927.0723638098
22003,Allen Parish,Louisiana,120405.20927259023
22005,Ascension Parish,Louisiana,277491.08733805106
22007,Assumption Parish,Louisiana,170400.98244126874
22009,Avoyelles Parish,Louisiana,138202.8791373342
22011,Beauregard Parish,Louisiana,156937.56689707065
22013,Bienville Parish,Louisiana,105129.75073919223
22015,Bossier Parish,Louisiana,220507.5106344264
22017,Caddo Parish,Louisiana,130276.15496221285
22019,Calcasieu Parish,Louisiana,194649.58176241958
22021,Caldwell Parish,Louisiana,129623.83423031175
22023,Cameron Parish,Louisiana,209533.85523877793
22025,Catahoula Parish,Louisiana,115796.9232137575
22027,Claiborne Parish,Louisiana,111321.15854093252
22029,Concordia Parish,Louisiana,107847.73900640044
22031,De Soto Parish,Louisiana,156779.73721325226
22033,East Baton Rouge Parish,Louisiana,218173.10367020045
22035,East Carroll Parish,Louisiana,72227.08063930042
22037,East Feliciana Parish,Louisiana,224274.38596849874
22039,Evangeline Parish,Louisiana,121441.74207216968
22041,Franklin Parish,Louisiana,118106.1904811395
22043,Grant Parish,Louisiana,157887.1532421054
22045,Iberia Parish,Louisiana,132140.00410482156
22047,Iberville Parish,Louisiana,170161.18516702493
22049,Jackson Parish,Louisiana,112648.37079069966
22051,Jefferson Parish,Louisiana,236858.76498134396
22053,Jefferson Davis Parish,Louisiana,131513.59639095803
22055,Lafayette Parish,Louisiana,230108.98754246297
22057,Lafourche Parish,Louisiana,182734.40723346666
22059,LaSalle Parish,Louisiana,151229.5848264773
22061,Lincoln Parish,Louisiana,208142.16322817525
22063,Livingston Parish,Louisiana,238219.965409711
22065,Madison Parish,Louisiana,82070.81601363563
22067,Morehouse Parish,Louisiana,91570.44947489009
22069,Natchitoches Parish,Louisiana,176693.06258556634
22071,Orleans Parish,Louisiana,251323.6126069314
22073,Ouachita Parish,Louisiana,162133.89885733582
22075,Plaquemines Parish,Louisiana,297913.93158819544
22077,Pointe Coupee Parish,Louisiana,187443.0352236262
22079,Rapides Parish,Louisiana,156035.7043001127
22081,Red River Parish,Louisiana,140583.530311895
22083,Richland Parish,Louisiana,148212.24608690458
22085,Sabine Parish,Louisiana,183043.34708332387
22087,St. Bernard Parish,Louisiana,217709.56811311244
22089,St. Charles Parish,Louisiana,248651.65025535948
22091,St. Helena Parish,Louisiana,175042.88176988173
22093,St. James Parish,Louisiana,192959.25350599535
22095,St. John the Baptist Parish,Louisiana,193693.1043115869
22097,St. Landry Parish,Louisiana,142618.02529994395
22099,St. Martin Parish,Louisiana,163771.78477408362
22101,St. Mary Parish,Louisiana,119161.48176980576
22103,St. Tammany Parish,Louisiana,280317.87252220773
22105,Tangipahoa Parish,Louisiana,215904.1298611781
22107,Tensas Parish,Louisiana,171719.39298372055
22109,Terrebonne Parish,Louisiana,170360.55552125353
22111,Union Parish,Louisiana,148298.4398403037
22113,Vermilion Parish,Louisiana,164932.38959862234
22115,Vernon Parish,Louisiana,158850.54237441617
22117,Washington Parish,Louisiana,135196.39380914796
22119,Webster Parish,Louisiana,136313.8489057106
22121,West Baton Rouge Parish,Louisiana,235266.66500456
22123,West Carroll Parish,Louisiana,125819.26233769684
22125,West Feliciana Parish,Louisiana,326509.9928075492
22127,Winn Parish,Louisiana,110739.39731344645
23001,Androscoggin County,Maine,290922.991891124
23003,Aroostook County,Maine,146521.57056626174
23005,Cumberland County,Maine,499406.7167839564
23007,Franklin County,Maine,259941.2666876379
23009,Hancock County,Maine,386024.36294968956
23011,Kennebec County,Maine,277168.8848550906
23013,Knox County,Maine,402586.45228455006
23015,Lincoln County,Maine,402275.0656152495
23017,Oxford County,Maine,286662.6655153869
23019,Penobscot County,Maine,239687.87603262346
23021,Piscataquis County,Maine,202931.9686926904
23023,Sagadahoc County,Maine,380002.2108966584
23025,Somerset County,Maine,200281.02516468326
23027,Waldo County,Maine,307813.2299187023
23029,Washington County,Maine,184560.14064588374
23031,York County,Maine,463711.9863423535
24001,Allegany County,Maryland,134381.73751256056
24003,Anne Arundel County,Maryland,464542.80025849515
24005,Baltimore County,Maryland,331097.85322446644
24009,Calvert County,Maryland,440136.79955140734
24011,Caroline County,Maryland,291228.0060291335
24013,Carroll County,Maryland,446472.71586228366
24015,Cecil County,Maryland,334712.8608367733
24017,Charles County,Maryland,423989.6620933425
24019,Dorchester County,Maryland,243500.49232778492
24021,Frederick County,Maryland,459318.38880053774
24023,Garrett County,Maryland,317549.47533746244
24025,Harford County,Maryland,384117.3009414803
24027,Howard County,Maryland,583555.580379711
24029,Kent County,Maryland,334708.3786936536
24031,Montgomery County,Maryland,587629.4551860595
24033,Prince George's County,Maryland,407312.2639222233
24035,Queen Anne's County,Maryland,462820.0453785102
24037,St. Mary's County,Maryland,389415.59340164694
24039,Somerset County,Maryland,180250.82238084546
24041,Talbot County,Maryland,445801.9612015526
24043,Washington County,Maryland,294146.42615716497
24045,Wicomico County,Maryland,241638.49053773028
24047,Worcester County,Maryland,410421.8318718339
24510,Baltimore city,Maryland,171830.39614277362
25001,Barnstable County,Massachusetts,675528.595236356
25003,Berkshire County,Massachusetts,340386.5075849604
25005,Bristol County,Massachusetts,458210.3274581409
25007,Dukes County,Massachusetts,1400470.9513247737
25009,Essex County,Massachusetts,619898.8329410501
25011,Franklin County,Massachusetts,318252.6219790855
25013,Hampden County,Massachusetts,296235.90139618627
25015,Hampshire County,Massachusetts,388540.0339044901
25017,Middlesex County,Massachusetts,707781.4167076382
25019,Nantucket County,Massachusetts,2635907.1883268775
25021,Norfolk County,Massachusetts,666138.0858770589
25023,Plymouth County,Massachusetts,553661.6340444257
25025,Suffolk County,Massachusetts,679586.986424682
25027,Worcester County,Massachusetts,424256.89618810307
26001,Alcona County,Michigan,165866.62188068876
26003,Alger County,Michigan,189116.22671437732
26005,Allegan County,Michigan,282997.37236873794
26007,Alpena County,Michigan,164959.80879637288
26009,Antrim County,Michigan,309485.4104268663
26011,Arenac County,Michigan,137625.26981985077
26013,Baraga County,Michigan,141184.1250271143
26015,Barry County,Michigan,247474.6862549476
26017,Bay County,Michigan,146932.00322745083
26019,Benzie County,Michigan,341481.1307548163
26021,Berrien County,Michigan,234796.23018113137
26023,Branch County,Michigan,184378.09402787648
26025,Calhoun County,Michigan,161086.933311485
26027,Cass County,Michigan,231645.95377536875
26029,Charlevoix County,Michigan,347922.50397218426
26031,Cheboygan County,Michigan,220194.9862254291
26033,Chippewa County,Michigan,159466.54603958892
26035,Clare County,Michigan,128513.0113759117
26037,Clinton County,Michigan,267276.1624421515
26039,Crawford County,Michigan,155989.1995767868
26041,Delta County,Michigan,154480.10767924628
26043,Dickinson County,Michigan,147827.55830440085
26045,Eaton County,Michigan,226101.02492065926
26047,Emmet County,Michigan,382240.0739914461
26049,Genesee County,Michigan,161307.5961499319
